SAMPLE_ID,SumOfLength(cm),SumOfProjArea(cm2),SumOfSurfArea(cm2),SumOfAvgDiam(mm),SumOfRootVolume(cm3),STEM,COTS_TOTAL,LEAF_TOTAL,Total Of PROJ_AREA_AG,LEAF,LEAVES_TOTAL,TRANSP_DATE,GERM_ID,COLOR,TLD,HD,H_num,HT,L_num,C_num,PWF,L+SFW,CWS,CWD,LWS,LWD,SWS,SWD,RWF,RWD,LWF_A,LWS_A,LWD_A,LWF_B,LWS_B,LWD_B,BWF_A,BWS_A,BWD_A,SWF_A,SWD_A,NOTES,AVG_SEED_WEIGHT
HECO_UTC_KRRS_4_H1_O,63.3188,2.4877,7.8155,0.3929,0.077,,0,0,1.3602,,1.3602,7/31,D10,O,,8/10,1,10.3,2,,0.0578,0.0147,,,0.0111,0.0032,0.0022,0.0003,0.0324,0.0053,,,,,,,,,,,,,
HECO_UTC_KRRS_5_H4_G,4402.2873,137.7545,432.7686,0.6264,3.387,,0,2.9,2.9,,0,8/2,A7,G,,10/31,4,33,65,,6.2177,2.736,,,2.736,0.7537,,,2.814,0.3255,0.033,0.0315,0.0086,,,,,,,,,,
HECO_UTC_KRRS_6_H2_G,71.2257,2.3664,7.4343,0.3322,0.062,,0,0,1.0169,,1.0169,8/2,C11,G,,8/25,2,8.2,3,,0.0415,0.0104,,,0.0099,0.0029,,,0.0254,0.0024,,,,,,,,,,,,,
HECO_UTC_KRRS_7_H3_G,290.3665,10.4687,32.8883,0.3605,0.296,,0,0,9.1292,,9.1292,8/2,D3,G,,9/13,3,24.6,6,,0.2664,0.1258,,,0.1116,0.0396,,,0.1218,0.0228,,,,,,,,,,,,,
HECO_UTC_TMR_1_H1_G,17.1046,0.5367,1.6861,0.3138,0.013,,0,0,0.6197,,0.6197,8/18,A5,G,,8/29,1,7.1,2,,0.0145,0.0067,,,0.0035,0.0009,0.0017,0.0004,0.0057,0.0007,,,,,,,,,,,,,
HECO_UTC_TMR_1_H1_O,40.5511,1.3351,4.1944,0.3292,0.035,,0,0,0.6416,,0.6416,8/18,A11,O,,8/26,1,6.2,2,,0.0222,0.0103,,,0.0063,0.0019,0.0033,0.0004,0.0121,0.0019,,,,,,,,,,,,,
HECO_UTC_TMR_12_H4_G,4575.3081,129.5336,406.9418,0.8399,2.912,,0,80.3557,80.3557,,0,9/25,E12,G,,12/18,4,34.2,35,,,2.298,,,,0.4491,,0.148,1.5459,0.2031,0.0809,0.076,0.0231,0.0257,0.024,0.0068,,,,,,"A - big, B - small",
HECO_UTC_TMR_13_H4_G,2326.4523,70.398,221.1617,0.5253,1.718,,0,90.2251,90.2251,,0,9/25,F10,G,,12/14,4,30,37,,,2.3444,,,,0.5403,,,1.554,0.1972,0.1797,0.1455,0.0401,0.0393,0.0406,0.0094,,,,,,"Slightly early H4 (4 days); A - big, B - small",
HECO_UTC_TMR_14_H3_G,133.4599,4.2763,13.4343,0.3204,0.108,,0,6.9868,12.7625,6.9868,5.7757,9/25,G1,G,,11/6,3,13.8,8,,0.1665,0.0879,,,0.0962,0.0182,0.0059,0.0008,0.0611,0.0076,,,,,,,,,,,,,
HECO_UTC_TMR_16_H3_G,257.5315,8.4928,26.681,0.3298,0.22,,0,0,5.6817,,5.6817,9/25,G3,G,,11/6,3,19,5,,0.2358,0.1158,,,0.1101,0.0287,,,0.108,0.0111,,,,,,,,,,,,,
HECO_UTC_TMR_2_H2_G,75.9106,3.1803,9.9912,0.419,0.105,,0,0,3.6903,,3.6903,8/18,B11,G,,9/12,2,14.1,5,,0.1098,0.0629,,,0.051,0.0149,,,0.0433,0.0059,,,,,,,,,,,,,
HECO_UTC_TMR_2_H2_O,93.5213,4.3272,13.5942,0.4627,0.157,,0,0,3.8532,,3.8532,8/18,B7,O,,9/12,2,18.1,4,,0.1205,0.0535,,,0.0539,0.0133,,,0.0511,0.0072,,,,,,,,,,,,,
HECO_UTC_TMR_6_H2_G,153.0413,4.6896,14.7329,0.3064,0.113,,0,0,2.0219,,2.0219,8/25,A2,G,,9/19,2,13.5,3,,0.0761,0.0305,,,0.0224,0.0066,0.0095,0.001,0.0357,0.0068,,,,,,,,,,,,,
HECO_UTC_TMR_6_H2_O,108.693,4.021,12.6324,0.3699,0.117,,0,0,1.4615,,1.4615,8/25,A10,O,,9/19,2,10.1,3,,0.0759,0.0234,,,0.0157,0.0072,0.0041,0.0016,0.0331,0.0058,,,,,,,,,,,,,
HECO_UTC_TMR_7_H4_O,1113.7139,37.4677,117.7083,0.3364,0.99,,0,49.0211,49.0211,,0,8/31,A8,O,,11/21,4,24.5,23,,,1.3222,,,0.568,0.303,,,0.8553,0.0978,0.0556,0.0547,0.014,0.0216,0.0215,0.0057,,,,,,"A - big, B - small",
HECO_UTC_TMR_8_H1_G,23.744,0.9023,2.8345,0.38,0.027,,0,0,1.0478,,1.0478,9/21,E5,G,,10/2,1,8.4,3,,0.0315,0.0153,,,0.009,0.0026,0.0052,0.0008,0.0052,0.0011,,,,,,,,,,,,,
HECO_UTC_TMR_8_H1_O,22.8324,1.058,3.3239,0.4634,0.039,,0,0,1.0051,,1.0051,9/21,F11,O,,10/2,1,7.4,2,,0.0369,0.0147,,,0.0091,0.0022,0.006,0.0009,0.0082,0.0016,,,,,,,,,,,,,
HECO_UTC_TMR_9_H3_G,140.4822,3.8144,11.9833,0.2715,0.081,,0,0,4.5006,,4.5006,9/21,H7,G,,11/5,3,12,5,,0.1061,0.0707,,,0.0482,0.018,0.01,0.0008,0.0379,0.0062,,,,,,,,,,,,,
HECO_UTEC_GRC_1_H1_G,34.7375,1.5582,4.8953,0.4486,0.055,,0,0,1.9128,,1.9128,8/18,A6,G,,8/28,1,10.6,2,,0.0519,0.0274,,,0.014,0.0045,0.0047,0,0.014,0.0021,,,,,,,,,,,,,
HECO_UTEC_GRC_1_H1_O,38.3194,1.5395,4.8363,0.4017,0.049,,0,0,1.8307,,1.8307,8/18,A8,O,,8/28,1,11.8,2,,0.0644,0.0287,,,0.0141,0.0045,0.0062,0.0014,0.0126,0.002,,,,,,,,,,,,"extra roots fresh = 0.0042, extra roots dry = 0.0005",
HECO_UTEC_GRC_10_H3_G,104.5276,3.3972,10.6725,0.325,0.087,,0,0,4.6303,,4.6303,9/25,D9,G,,11/6,3,14.9,4,,0.0905,0.0506,,,0.0511,0.0118,,,0.0363,0.0042,,,,,,,,,,,,,
HECO_UTEC_GRC_13_H2_G,22.3076,0.7593,2.3855,0.3404,0.02,,0,0,1.0488,,1.0488,9/25,D4,G,,10/19,2,6.1,3,,0.0252,0.0134,,,0.0081,0.0027,0.0014,0.0004,0.0061,0.0006,,,,,,,,,,,,,
HECO_UTEC_GRC_14_H4_G,2457.7375,118.7352,373.0177,0.9334,4.605,,0,74.9576,74.9576,,0,9/25,D6,G,,12/17,4,29.9,35,,3.2528,1.577,,,1.06,0.3895,0.2519,0.0571,1.2763,0.1513,0.0544,0.0525,0.0161,0.019,0.0191,0.0055,,,,,,"stump fresh = 0.0529, stump dry = 0.0143; A - big, B - small",
HECO_UTEC_GRC_2_H2_G,112.0188,4.8846,15.3454,0.4361,0.167,,0,0,6.5752,,6.5752,8/18,A9,G,,9/11,2,24,4,,0.1992,0.0976,,,0.1077,0.0237,,,0.0608,0.0066,,,,,,,,,,,,,
HECO_UTEC_GRC_2_H2_O,107.6424,4.7222,14.8352,0.4387,0.163,,0,0,6.7827,,6.7827,8/18,B4,O,,9/12,2,26,4,,0.1755,0.1038,,,0.0913,0.0257,,,0.0707,0.0104,,,,,,,,,,,,,
HECO_UTEC_GRC_3_H3_G,410.5795,17.7971,55.9112,0.4335,0.606,,0,0,22.6608,,22.6608,8/18,C2,G,,9/29,3,29.3,12,,0.694,0.409,,,0.308,0.1004,0.0301,0.001,0.2785,0.0365,,,,,,,,,,,,"extra roots fresh = 0.0408, extra roots dry = 0.0029",
HECO_UTEC_GRC_3_H3_O,302.1771,12.4021,38.9624,0.4104,0.4,,0,0,15.2339,,15.2339,8/18,C4,O,,9/28,3,23.2,11,,0.454,0.2511,,,0.2016,0.0656,0.0199,0.0009,0.1876,0.0275,,,,,,,,,,,,,
HECO_UTEC_GRC_4_H4_O,8432.1272,219.2084,688.6636,1.0359,4.806,,0,88.534,88.534,,0,8/18,D9,O,,11/17,4,29.5,61,,,3.794,,,1.9062,0.831,0.6953,0.176,3.6411,0.4929,0.0711,0.0729,0.027,0.0335,0.0324,0.0115,,,,,,"stump fresh = 0.3544, stump dry = 0.0861; A - big, B - small",
HECO_UTEC_GRC_5_H4_O,,,,,,,0,27.4754,27.4754,,0,8/31,A12 or C1,O,,11/21,4,22,16,,,0.4053,,,0.3249,0.1216,,,0.305,0.0431,0.0331,0.0336,0.0111,0.0112,0.0113,0.0026,,,,,,"A - big, B - small",
HECO_UTEC_GRC_6_H1_G,24.465,1.0396,3.266,0.4249,0.035,,0,0,1.1775,,1.1775,9/21,A10,G,,10/2,1,7.5,2,,0.0352,0.0139,,,0.0099,0.0026,0.004,0,0.0124,0.0019,,,,,,,,,,,,,
HECO_UTEC_GRC_6_H1_O,25.0684,1.08,3.3929,0.4308,0.037,,0,0,0.9625,,0.9625,9/21,D8,O,,10/2,1,8.1,2,,0.0346,0.0141,,,0.012,0.0022,0.0034,0,0.0138,0.0017,,,,,,,,,,,,,
HECO_UTEC_GRC_9_H2_G,113.0715,3.6897,11.5916,0.3263,0.095,,0,0,1.7926,,1.7926,9/25,A9,G,,10/19,2,7.9,3,,0.0737,0.0242,,,0.0194,0.0061,0.0029,0.0008,0.0359,0.0054,,,,,,,,,,,,,
HECO_UTSW_SPR_1_H1_G,53.0225,2.2743,7.1448,0.4289,0.077,,0,0,1.6615,,1.6615,7/31,A8,G,,8/10,1,11.1,2,,0.0634,0.0187,,,0.0174,0.0051,0.0016,0.0008,0.0213,0.0033,,,,,,,,,,,,,
HECO_UTSW_SPR_1_H1_O,43.4283,1.7387,5.4623,0.4004,0.055,,0,0,2.0133,,2.0133,7/31,B7,O,,8/10,1,12,3,,0.585,0.0191,,,0.0148,0.0049,0.0036,0.0011,0.0304,0.0051,,,,,,,,,,,,,
HECO_UTSW_SPR_11_H4_G,1221.1288,37.9245,119.1432,0.3106,0.925,,0,2.9557,2.9557,,0,9/28,H2,G,,12/20,4,22.5,52,,,1.2665,,,,0.301,,0.0605,0.631,0.0979,0.0252,0.024,0.008,0.0132,0.0145,0.004,,,,,,"A - big, B - small",
HECO_UTSW_SPR_13_H4_G,649.8074,14.5871,45.8266,0.2245,0.257,,0,3.1982,3.1982,,0,9/28,H9,G,,12/21,4,22,26,,,0.6574,,,0.3903,0.1443,0.1415,0.0315,0.1614,0.0307,0.0339,0.0322,0.0112,0.011,0.0115,0.0032,,,,,,"A - big, B - small",
HECO_UTSW_SPR_2_H2_G,176.7765,6.8681,21.5767,0.7771,0.21,,0,0,1.9288,,1.9288,7/31,A3,G,,8/24,2,10.2,3,,0.0617,0.0211,,,0.0152,0.0051,0.0047,0.0008,0.0368,0.005,,,,,,,,,,,,No seed attached to plant,
HECO_UTSW_SPR_2_H2_O,81.0704,2.9233,9.1837,0.3606,0.083,,0,0,1.1069,,1.1069,7/31,C1,O,,8/24,2,6.9,3,,0.0525,0.0125,,,0.0095,0.0027,0.0028,0.0006,0.0302,0.0039,,,,,,,,,,,,,
HECO_UTSW_SPR_3_H3_G,208.1891,7.8833,24.766,0.3787,0.234,,0,0,9.6171,,9.6171,7/31,C3,G,,9/11,3,16.5,5,,0.3051,0.1613,,,0.1328,0.0385,0.0232,0,0.1116,0.0152,,,,,,,,,,,,,
HECO_UTSW_SPR_3_H3_O,336.8373,12.0557,37.8741,0.3579,0.339,,0,0,10.7426,,10.7426,7/31,C11,O,,9/12,3,14.5,5,,1.3738,0.1599,,,0.1599,0.0385,,,0.1636,0.0183,,,,,,,,,,,,,
HECO_UTSW_SPR_4_H4_G,1816.4431,74.6075,234.3863,0.4107,2.407,,0,3.1084,3.1084,3.1084,0,7/31,D12,G,,10/24,4,27,42,,3.6594,1.3684,,,1.3684,0.3926,,,2.0749,0.3121,0.0448,0.0399,0.0145,,,,,,,,,,
HECO_UTSW_SPR_6_H3_O,145.069,5.9304,18.6309,0.4088,0.19,,0,0,7.9985,,7.9985,8/7,B3,O,,9/18,3,18.1,8,,0.214,0.1023,,,0.115,0.0301,,,0.0949,0.0165,,,,,,,,,,,,,
HECO_UTSW_SPR_8_H1_G,5.0916,0.3474,1.0915,0.6824,0.019,,0,0,0.9181,,0.9181,8/18,E6,G,,8/29,1,7.1,2,,0.0294,0.0108,,,0.0065,0.0021,0.0016,0,0.0066,0.0009,,,,,,,,,,,,,
HECO_UTSW_SPR_8_H1_O,12.6361,0.5225,1.6415,0.4135,0.017,,0,0,1.0619,,1.0619,8/18,E7,O,,8/29,1,8.5,2,,0.0301,0.0161,,,0.0108,0.0028,0.0031,0.0011,0.0067,0.0009,,,,,,,,,,,,,
HECO_UTSW_SPR_9_H2_G,140.7117,5.5408,17.4068,0.3938,0.171,,0,0,3.5986,,3.5986,8/18,E10,G,,9/12,2,15,5,,0.1296,0.0582,,,0.0483,0.014,0.0048,,0.0712,0.01,,,,,,,,,,,,,
HECO_UTSW_SPR_9_H2_O,115.0345,5.1004,16.0233,0.4434,0.178,,0,0,4.6347,,4.6347,8/18,F1,O,,9/12,2,10.7,6,,0.1704,0.0527,,,0.0498,0.0135,,,0.0877,0.0146,,,,,,,,,,,,,
