SAMPLE_ID,SumOfLength(cm),SumOfProjArea(cm2),SumOfSurfArea(cm2),SumOfAvgDiam(mm),SumOfRootVolume(cm3),STEM,COTS_TOTAL,LEAF_TOTAL,Total Of PROJ_AREA_AG,LEAF,LEAVES_TOTAL,TRANSP_DATE,GERM_ID,COLOR,TLD,HD,H_num,HT,L_num,C_num,PWF,L+SFW,CWS,CWD,LWS,LWD,SWS,SWD,RWF,RWD,LWF_A,LWS_A,LWD_A,LWF_B,LWS_B,LWD_B,BWF_A,BWS_A,BWD_A,SWF_A,SWD_A,NOTES,AVG_SEED_WEIGHT
MACA_NMNW_CU_8_H1_O,3.137,0.1088,0.3417,0.3467,0.003,,0.0924,0,0.0924,,0,6-Jul,C6,O,,17-Jul,1,0.8,,2,0.0049,0.0028,0.0019,0.0000654,,,0.0004,,0.0018,0.0000432,,,,,,,,,,,,,0.000225
MACA_NMNW_CU_9_H3_G,67.3502,1.4881,4.6751,0.221,0.026,,0.0688,0,0.2413,,0.1725,26-Jul,E9,G,7-Aug,6-Sep,3,1.6,5,2,0.0349,0.0061,0.0013,0.00005,0.0047,0.0003,0.0005,,0.0268,0.0022,,,,,,,,,,,,,0.000225
MACA_NMNW_FC_1_H1_O,4.3383,0.1149,0.361,0.2648,0.002,,0.1486,0,0.1912,,0.0426,26-Jul,E3,O,1-Aug,4-Aug,1,1,3,2,0.0068,0.0045,0.0031,0.0007,0.0009,0.0001,0.0012,0.00005,0.0027,0.0001,,,,,,,,,,,,,0.0003025
MACA_NMNW_FC_10_H2_O,23.4772,0.5396,1.6953,0.2299,0.01,,0.247,0,1.5055,,1.2585,28-Jul,F3,O,7-Aug,22-Aug,2,4.2,5,2,0.044,0.0349,0.0043,0.0007,0.0247,0.0024,0.001,0,0.0094,0.0011,,,,,,,,,,,,,0.0003025
MACA_NMNW_FC_12_H1_G,3.5041,0.069,0.2168,0.197,0.001,,0.1108,0,0.1108,,0,28-Jul,G12,G,7-Aug,7-Aug,1,1.2,2,2,0.0059,0.0035,0.0013,0.0004,0.0004,0.00005,0.001,0,0.0005,0.0001039,,,,,,,,,,,,,0.0003025
MACA_NMNW_FC_12_H1_O,2.7713,0.06,0.1885,0.2166,0.001,,0.076,0,0.076,,0,28-Jul,G3,O,7-Aug,7-Aug,1,1.7,2,2,0.0042,0.0043,0.0029,0.0001997,0.0001,0.0000393,0.0022,0.0004,0.0007,0.0001204,,,,,,,,,,,,,0.0003025
MACA_NMNW_FC_13_H3_G,533.0665,15.9242,50.0272,0.2987,0.374,,0.0765,0,5.2906,,5.2141,28-Jul,G4,G,21-Aug,8-Sep,3,7.3,10,1,0.5066,0.1554,0.0024,0.0004,0.139,0.022,0.0096,0.0023,0.3156,0.0229,,,,,,,,,,,,,0.0003025
MACA_NMNW_FC_14_H3_G,264.6555,6.0307,18.9459,0.2279,0.108,,0.0722,0,3.1559,,3.0837,28-Jul,H3,G,9-Aug,8-Sep,3,6.1,10,,0.2339,0.0854,0.0776,0.0091,0.0035,0,,,0.01261,0.0067,,,,,,,,,,,,,0.0003025
MACA_NMNW_FC_16_H2_G,23.2649,0.5993,1.8826,0.2576,0.012,,0.0883,0,0.3075,,0.2192,31-Jul,E6,G,8-Aug,24-Aug,2,1.7,5,2,0.0192,0.0082,0.0016,0.0001,0.0104,0.0005,0.0011,,0.009,0.0007,,,,,,,,,,,,,0.0003025
MACA_NMNW_FC_16_H2_O,30.23,0.6342,1.9925,0.2098,0.01,,0.0489,0,0.5124,,0.4635,31-Jul,E9,O,9-Aug,24-Aug,2,2.5,4,2,0.0255,0.0114,0.0004,,0.006,0.001,,,0.0129,0.0007,,,,,,,,,,,,,0.0003025
MACA_NMNW_FC_18_H4_O,,,,,,,0,2.9318,5.7601,2.9318,2.8283,31-Jul,F10,O,11-Aug,23-Oct,4,14.5,,,5.883,2.8927,,,2.0091,0.547,0.0656,0.005,3.33,0.3312,0.0829,0.0913,0.0166,,,,,,,,,,0.0003025
MACA_NMNW_FC_19_H4_G,4777.7502,181.2656,569.4628,1.0924,5.587,,0,5.4642,5.4642,5.4642,0,13-Jul,G5,G,7-Aug,30-Oct,4,21.9,79,,9.6207,4.4775,,,3.508,0.6778,0.7997,0.227,4.6425,0.4859,0.141,0.1589,0.0266,,,,,,,,,,0.0003025
MACA_NMNW_FC_2_H2_G,39.9061,0.7815,2.4551,0.1958,0.012,,0.1659,0,1.1844,,1.0185,26-Jul,E5,G,1-Aug,18-Aug,2,3.7,5,2,0.0471,0.0332,,,0.0299,0.0026,,,0.0121,0.0009,,,,,,,,,,,,,0.0003025
MACA_NMNW_FC_2_H2_O,29.0275,0.614,1.9289,0.2115,0.01,,0.1536,0,1.5312,,1.3776,26-Jul,H6,O,3-Aug,18-Aug,2,4.7,4,2,0.0585,0.0459,0.0008,0,0.0362,0.004,0.0013,0.0005,0.0121,0.0009,,,,,,,,,,,,,0.0003025
MACA_NMNW_FC_3_H3_G,38.5732,1.1274,3.5418,0.2923,0.026,,0,0,4.5941,,4.5941,26-Jul,H5,G,1-Aug,6-Sep,3,6.3,7,,0.27,0.1735,,,0.148,0.0219,0.0115,0.003,0.0835,0.0062,,,,,,,,,,,,,0.0003025
MACA_NMNW_FC_4_H4_O,445.676,12.7575,40.0788,0.2863,0.287,,0,0,25.0072,,25.0072,10-Jul,A11,O,25-Jul,2-Oct,4,15.9,11,,1.0204,0.7403,,,0.6641,0.0907,0.0142,0.0025,0.2652,0.0207,,,,,,,,,,,,,0.0003025
MACA_NMNW_FC_5_H1_G,2.5605,0.0482,0.1513,0.1881,0.001,,0.0468,0,0.0468,,0,6-Jul,C4,G,,17-Jul,1,1.1,,2,0.0025,0.0023,0.0015,0.0001692,,0.0000725,,,0.0004,0.0000204,,,,,,,,,,,,,0.0003025
MACA_NMNW_FC_7_H1_G,1.323,0.0365,0.1148,0.2761,0.001,,0.1025,0,0.1025,,0,6-Jul,C6,G,,17-Jul,1,0.9,,2,0.0026,0.0024,0.0024,0.0004,,,,,0.0004,0.00005,,,,,,,,,,,,,0.0003025
MACA_NMNW_FC_8_H2_G,12.7731,0.2723,0.8553,0.2132,0.005,,0.1657,0,1.4518,,1.2861,26-Jul,E1,G,9-Aug,22-Aug,2,4.8,6,2,0.0418,0.0382,0.0011,0.0001,0.0263,0.0026,0.0022,0,0.0051,0.0008,,,,,,,,,,,,,0.0003025
MACA_UTC_MK_1_H4_G,175.3466,4.8587,15.2639,0.2771,0.106,,0,0,6.6411,,6.6411,6-Jul,B2,G,25-Jul,28-Sep,4,6.9,8,,0.2867,0.01473,0.0271,,0.1473,0.0271,0.008,0.0016,0.1057,0.0087,,,,,,,,,,,,,
MACA_UTC_MK_12_H4_O,1507.2165,63.2881,198.8252,0.8486,2.105,,0,3.6472,3.6472,3.6472,0,9-Aug,I8,O,15-Aug,2-Nov,4,9.1,15,,3.4272,1.2973,,,1.3351,0.02273,,,,0.1487,0.1042,0.1035,0.0172,,,,,,,,,,
MACA_UTC_MK_13_H2_G,13.1231,0.3533,1.11,0.2692,0.007,,0.1526,0,0.4344,,0.2818,9-Aug,J10,G,17-Aug,1-Sep,2,2.9,4,2,0.0197,0.0125,0.003,0.0001,0.0073,0.0008,0.0028,0.0001,0.0063,0.0001,,,,,,,,,,,,,
MACA_UTC_MK_14_H2_G,21.7919,0.6005,1.8867,0.2756,0.013,,0.1254,0,0.4919,,0.3665,9-Aug,J7,G,15-Aug,20-Sep,2,2.7,4,2,0.0295,0.0162,0.0041,0.0007,0.0091,0.001,0.003,0.0001,0.0103,0.001,,,,,,,,,,,,,
MACA_UTC_MK_17_H1_G,10.7972,0.2899,0.9108,0.2685,0.006,,0.1511,0,0.1844,,0.0333,10-Aug,J4,G,,22-Aug,1,2.2,2,2,0.0126,0.0061,0.0032,0.0006,0.0009,0.0001,0.0014,,0.0055,0.0005,,,,,,,,,,,,,
MACA_UTC_MK_17_H1_O,4.5652,0.1573,0.4941,0.3445,0.004,,0.1101,0,0.1244,,0.0143,10-Aug,J2,O,,22-Aug,1,2.1,2,2,0.0081,0.0048,0.0018,0.0004,,,0.001,0.0003,0.0028,0.0003,,,,,,,,,,,,,
MACA_UTC_MK_2_H3_G,0.3531,0.0083,0.026,0.2346,0,,0.0691,0,0.5313,,0.4622,6-Jul,B3,G,3-Aug,18-Aug,3,2.3,4,1,0.0138,0.0138,0.0007,0.0004,0.007,0.001,,,0.0047,0.0004,,,,,,,,,,,,,
MACA_UTC_MK_4_H4_G,244.2076,5.8063,18.2411,0.2378,0.108,,0,2.5495,14.501,2.5495,11.9515,6-Jul,B6,G,1-Aug,28-Sep,4,9.9,7,,0.4854,0.2931,,,0.2807,0.0353,0.005,,0.1328,0.0092,0.0552,0.0552,0.006,,,,,,,,,,
MACA_UTC_MK_5_H1_G,4.2939,0.1138,0.3574,0.2649,0.002,,0.0885,0,0.0885,,0,6-Jul,B7,G,,17-Jul,1,1.6,,2,0.0057,0.0039,0.0022,0.000159,,,0.005,0.0002,0.0018,0.0001605,,,,,,,,,,,,,
MACA_UTC_MK_5_H1_O,4.3302,0.1144,0.3596,0.2643,0.002,,0.1243,0,0.1243,,0,6-Jul,C4,O,,17-Jul,1,1,,2,0.0069,0.0049,0.0052,0.000482,,,0.0014,0,0.0031,0.0005102,,,,,,,,,,,,,
MACA_UTC_MK_6_H3_O,16.623,0.3651,1.1468,0.2196,0.006,,0.134,0,1.9157,,1.7817,6-Jul,C8,O,25-Jul,18-Aug,3,4.5,6,2,0.0432,0.0354,0.003,0,0.0322,0.0035,,,0.0078,0.0014,,,,,,,,,,,,,
MACA_UTC_MK_7_H3_O,90.2466,2.4257,7.6207,0.2688,0.051,,0,0,6.9856,,6.9856,7-Aug,I12,O,18-Aug,18-Sep,3,8.3,9,,0.2771,0.2195,,,0.2035,0.0313,0.0133,0.0018,0.0491,0.0044,,,,,,,,,,,,,
MACA_UTC_MK_8_H2_O,16.7068,0.3745,1.1764,0.2241,0.007,,0.1377,0,0.4877,,0.35,7-Aug,J5,O,16-Aug,31-Aug,2,3.3,4,2,0.0234,0.0149,0.0045,0.0003,0.0067,0.0009,0.004,0.0001,0.0078,0.000609,,,,,,,,,,,,,
MACA_UTC_MK_9_H2_G,39.7385,0.9818,3.0844,0.2471,0.019,,0.2752,0,0.8208,,0.5456,7-Aug,I6,G,15-Aug,31-Aug,2,3.9,3,2,0.0487,0.0242,0.0058,0.0007,0.0113,0.0015,0.0054,0.0001,0.0251,0.0017,,,,,,,,,,,,,
MACA_UTNE_BON_1_H3_G,29.7977,0.7694,2.4172,0.2582,0.016,,0,0,4.947,,4.947,19-Jul,G3,G,7-Aug,30-Aug,3,3.2,4,2,0.1389,0.1169,,,0.1261,0.0147,,,0.0218,0.0018,,,,,,,,,,,,,0.00022
MACA_UTNE_BON_10_H2_G,9.2507,0.1762,0.5536,0.1905,0.003,,0.0241,0,0.177,,0.1529,24-Jul,E11,G,4-Aug,18-Aug,2,2,4,2,0.0098,0.0051,0.0004,0.00005,0.005,0.0003966,0.0012,0.0001,0.004,0.0001096,,,,,,,,,,,,,0.00022
MACA_UTNE_BON_10_H2_O,8.5345,0.1666,0.5234,0.1952,0.003,,0.0536,0,0.244,,0.1904,24-Jul,F8,O,4-Aug,18-Aug,2,3,6,,0.0103,0.0074,0.0016,0.0001,0.0056,0.0005,0.0015,0.00005,0.0023,0.0001,,,,,,,,,,,,,0.00022
MACA_UTNE_BON_12_H1_O,2.6201,0.0585,0.1837,0.2232,0.001,,0.0508,0,0.0508,,0,24-Jul,E12,O,,3-Aug,1,1.6,,2,0.0027,0.0011,0.0012,0.00005,,,,,0.0008,0.0003,,,,,,,,,,,,,0.00022
MACA_UTNE_BON_14_H4_O,2525.8583,87.6087,275.2305,0.9827,2.42,,0,5.2311,5.2311,5.2311,0,9-Aug,I10,O,17-Aug,2-Nov,4,14.6,109,,8.9812,4.103,,,3.6422,0.6099,0.251,0.0587,4.3236,0.302,0.1714,0.1802,0.0277,,,,,,,,,,0.00022
MACA_UTNE_BON_2_H2_G,5.1987,0.1055,0.3315,0.203,0.002,,0,0,0.0515,,0.0515,19-Jul,G10,G,7-Aug,11-Aug,2,3.8,3,2,0.0056,0.004,0.001,,0.0015,0.0000534,0.0023,0.0007,0.001,0.0004,,,,,,,,,,,,,0.00022
MACA_UTNE_BON_3_H4_G,1153.5414,33.239,104.4235,0.2881,0.752,,0,0,49.8669,,49.8669,19-Jul,F6,G,4-Aug,11-Oct,4,17.4,17,,2.594,1.6389,,,1.3256,0.2506,0.0669,0.0201,0.813,0.0695,,,,,,,,,,,,,0.00022
MACA_UTNE_BON_4_H3_O,20.984,0.4952,1.5557,0.236,0.009,,0.0819,0,0.1927,,0.1108,20-Jul,H2,O,11-Aug,30-Aug,3,2.7,3,2,0.0134,0.0063,0.0017,0,0.0041,0.0004,0.0007,0,0.009,0.0018,,,,,,,,,,,,,0.00022
MACA_UTNE_BON_6_H2_O,8.1367,0.1481,0.4652,0.182,0.002,,0.1785,0,0.5705,,0.392,20-Jul,G6,O,11-Aug,14-Aug,2,1.3,2,2,0.0073,0.009,0.0016,0.0005,0.0013,0.0002,0.0021,0.0011,0.0048,0.0006,,,,,,,,,,,,,0.00022
MACA_UTNE_BON_7_H3_O,17.1386,0.3376,1.0605,0.197,0.005,,0.1204,0,1.4092,,1.2888,20-Jul,G12,O,8-Aug,31-Aug,3,3.5,8,2,0.0438,0.0378,0.0026,0.0002,0.0311,0.0028,0.0019,0.0001,0.0065,0.0006,,,,,,,,,,,,,0.00022
MACA_UTNE_BON_8_H4_O,1240.2543,35.1965,110.5731,0.2838,0.784,,0,0,41.3165,,41.3165,20-Jul,H12,O,3-Aug,20-Oct,4,15.1,14,,2.5809,,,,1.0855,0.2533,0.0269,0.0069,0.9896,0.0855,,,,,,,,,,,,,0.00022
MACA_UTNE_BON_9_H1_O,2.6244,0.0582,0.1827,0.2216,0.001,,0.0228,0,0.0228,,0,24-Jul,F5,O,,3-Aug,1,0.5,,2,0.0026,0.0005,0.0002,0.0000613,,,,,0.0005,0.0001096,0.1269,0.127,0.0179,,,,,,,,,,0.00022
MACA_UTSE_CSR_1_H1_G,3.9,0.0698,0.2193,0.179,0.001,,0.0775,0,0.0775,,0,3-Jul,B2,G,,14-Jul,1,1.7,2,,,,0.0036,0.000809,0.0006,0.00005,0.0015,,0.0013,0.0000298,,,,,,,,,,,,,0.00027
MACA_UTSE_CSR_10_H4_O,731.0762,20.1709,63.3687,0.2759,0.437,,0,4.8699,27.3696,4.8699,22.4997,6-Jul,H12,O,3-Aug,28-Sep,4,10.1,9,,1.4091,0.7518,,,0.6427,0.0923,0.0386,0.0066,0.4557,0.0371,0.1552,0.1552,0.0203,,,,,,,,,,0.00027
MACA_UTSE_CSR_12_H4_O,3147.4377,86.1561,270.6673,0.555,1.875,,0,13.838,53.6765,10.1604,39.8385,26-Jul,F4,O,3-Aug,19-Oct,4,10.7,,,4.3278,1.9923,,,2.0032,0.3664,,,2.2204,0.2029,0.1613,0.1709,0.028,,,,,,,,,,0.00027
MACA_UTSE_CSR_13_H3_O,127.3334,3.1963,10.0413,0.251,0.063,,0,0,6.6156,,6.6156,27-Jul,E12,O,3-Aug,7-Sep,3,5.2,10,,0.2087,0.1439,,,0.1527,0.0141,0.0026,0,0.0673,0.0045,,,,,,,,,,,,,0.00027
MACA_UTSE_CSR_14_H3_O,286.8305,6.4629,20.3038,0.2253,0.114,,0,0,5.8889,,5.8889,27-Jul,G7,O,3-Aug,7-Sep,3,7.2,8,,0.2849,0.1453,,,0.146,0.016,0.0062,0.0009,0.1371,0.0078,,,,,,,,,,,,,0.00027
MACA_UTSE_CSR_15_H1_O,0.442,0.0202,0.0636,0.4581,0.001,,0.0606,0,0.0606,,0,6-Jul,C7,O,,17-Jul,1,1,,2,0.0038,0.003,,0.0001397,,,,,0.0001,0.0000343,,,,,,,,,,,,,0.00027
MACA_UTSE_CSR_17_H3_O,649.723,15.0622,47.3194,0.2318,0.274,,0,0,20.7518,,20.7518,27-Jul,H5,O,2-Aug,7-Sep,3,9.4,10,,0.9592,0.5072,,,0.4595,0.058,0.0077,0.0019,0.3794,0.0224,,,,,,,,,,,,,0.00027
MACA_UTSE_CSR_2_H1_O,3.6907,0.0914,0.2871,0.2476,0.002,,0.1124,0,0.1124,,0,26-Jul,E3,O,2-Aug,4-Aug,1,1.2,2,2,0.0045,0.0031,0.0029,0.0009,,,0.0015,0.00005,0.0025,0.0001656,,,,,,,,,,,,,0.00027
MACA_UTSE_CSR_3_H4_G,2630.2408,76.8639,241.4753,0.5932,1.768,,0,2.8566,2.8566,2.8566,0,26-Jul,G11,G,8-Aug,19-Oct,4,11,,,4.6375,2.5032,,,,0.3892,,,1.9032,0.1507,0.0693,0.0723,0.0123,,,,,,,,,,0.00027
MACA_UTSE_CSR_4_H3_G,,,,,,,0,0,16.3986,,16.3986,26-Jul,H11,G,2-Aug,6-Sep,3,7.1,11,,0.6709,0.5123,,,0.2085,0.0531,0.0149,0.0046,0.154,0.0112,,,,,,,,,,,,,0.00027
MACA_UTSE_CSR_5_H2_G,63.2062,1.6005,5.0282,0.2532,0.032,,0.1354,0,1.5172,,1.3818,26-Jul,F2,G,7-Aug,18-Aug,2,2.7,6,2,0.0565,0.0322,0.0022,0.0003,0.0141,0.005,0.0013,0,0.0288,0.0018,,,,,,,,,,,,,0.00027
MACA_UTSE_CSR_5_H2_O,58.3576,1.3844,4.3491,0.2372,0.026,,0.2326,0,2.5683,,2.3357,26-Jul,G3,O,2-Aug,18-Aug,2,3.7,6,2,0.0758,0.0533,0.0037,0.0004,0.0267,0.003,0.0018,0.00005,0.0298,0.002,,,,,,,,,,,,,0.00027
MACA_UTSE_CSR_7_H1_G,0.8332,0.0292,0.0917,0.3502,0.001,,0.0531,0,0.0531,,0,6-Jul,D4,G,,17-Jul,1,0.6,,2,0.002,0.0015,0.0018,0.0001075,,,,,0.0006,0.0000923,,,,,,,,,,,,,0.00027
MACA_UTSW_BJ_11_H4_G,915.4771,28.658,90.0317,0.313,0.705,,0,3.8993,27.9556,,24.0563,25-Aug,E10,G,29-Aug,21-Nov,4,8,26,,,1.2199,,1.217,0.1669,,,,0.6327,0.0494,0.047,0.0489,0.0066,0.0422,0.049,0.0082,,,,,,,
MACA_UTSW_BJ_12_H1_O,7.1855,0.1902,0.5976,0.2647,0.004,,0.1561,0,0.197,,0.0409,25-Aug,J8,O,30-Aug,5-Sep,1,1.5,2,2,0.0086,0.0061,0.0034,0.0002753,0.0018,0.000144,,,0.0028,0.0004,,,,,,,,,,,,,
MACA_UTSW_BJ_13_H3_G,781.0457,21.9564,68.9779,0.5796,0.486,,0,1.335,1.335,1.335,0,31-Jul,F2,G,1-Aug,12-Sep,3,7.5,11,,1.4549,0.5343,,,0.3226,0.0839,,,0.5336,0.0375,0.0341,0.034,0.0037,,,,,,,,,,
MACA_UTSW_BJ_14_H2_G,29.229,0.7245,2.276,0.2479,0.014,,0,0,1.6305,,1.6305,31-Jul,F9,G,1-Aug,24-Aug,2,4.8,12,2,0.0899,0.062,,,0.0836,0.0061,,,0.0136,0.0015,,,,,,,,,,,,,
MACA_UTSW_BJ_14_H2_O,29.1734,0.7175,2.2541,0.2459,0.014,,0,0,1.6102,,1.6102,31-Jul,F5,O,5-Aug,24-Aug,2,3.6,9,2,0.0675,0.0425,,,0.0557,0.0046,,,0.0259,0.0013,,,,,,,,,,,,,
MACA_UTSW_BJ_15_H4_O,6595.565,235.8604,740.9773,0.7193,6.627,,0,3.632,3.632,3.632,0,31-Jul,E2,O,2-Aug,23-Oct,4,10.9,58,,8.0021,,,,,1.3604,,,6.2595,0.4584,0.1259,0.132,0.021,,,,,,,,,,
MACA_UTSW_BJ_17_H2_O,16.8027,0.4697,1.4755,0.2795,0.01,,0.1882,0,0.4508,,0.2626,8-Aug,F6,O,15-Aug,1-Sep,2,1.2,5,2,0.0237,0.0135,0.0027,0.00005,0.0076,0.0009,0.0022,,0.0094,0.0004,,,,,,,,,,,,,
MACA_UTSW_BJ_3_H1_G,1.3413,0.039,0.1225,0.2908,0.001,,0.1123,0,0.1123,,0,6-Jul,D10,G,,17-Jul,1,0.6,,2,0.0033,0.0029,0.0031,0.0002806,,,,,0.0009,0.0000808,,,,,,,,,,,,,
MACA_UTSW_BJ_6_H3_G,128.3893,3.5594,11.1822,0.2772,0.078,,0,0,2.499,,2.499,12-Jul,C12,G,21-Jul,24-Aug,3,3.7,14,,0.178,0.0741,,,0.0853,0.0084,,,0.086,0.0048,,,,,,,,,,,,,
MACA_UTSW_BJ_7_H1_O,1.1758,0.041,0.1287,0.3485,0.001,,0.1438,0,0.1438,,0,12-Jul,C5,O,,21-Jul,1,1.5,,2,0.0056,0.0042,0.0018,0.0003,,,0.0004,,0.0008,0.00005,,,,,,,,,,,,,
MACA_UTSW_BJ_8_H4_O,3749.2388,113.3949,356.2406,0.5844,2.733,,0,3.0562,56.5702,3.0562,53.514,12-Jul,D11,O,26-Jul,4-Oct,4,9.9,,,5.7686,2.9828,,,3.2369,0.3897,,,2.2006,0.1701,0.1066,0.1151,0.0127,,,,,,,,,,
