SAMPLE_ID,SumOfLength(cm),SumOfProjArea(cm2),SumOfSurfArea(cm2),SumOfAvgDiam(mm),SumOfRootVolume(cm3),STEM,COTS_TOTAL,LEAF_TOTAL,Total Of PROJ_AREA_AG,LEAF,LEAVES_TOTAL,TRANSP_DATE,GERM_ID,COLOR,TLD,HD,H_num,HT,L_num,C_num,PWF,L+SFW,CWS,CWD,LWS,LWD,SWS,SWD,RWF,RWD,LWF_A,LWS_A,LWD_A,LWF_B,LWS_B,LWD_B,BWF_A,BWS_A,BWD_A,SWF_A,SWD_A,NOTES,AVG_SEED_WEIGHT
ELTR_UTSW_DNF_10_H1_B,64.4523,1.8606,5.8453,0.2887,0.042,,0,0,1.0574,,1.0574,8/11,,B,8/11,8/22,1,10,2,,0.038,0.01,,,0.0047,0.0011,0.0015,0.0004,0.0182,0.0022,,,,,,,,,,,,,
ELTR_UTSW_DNF_11_H2_Y,147.389,3.6785,11.5562,0.2496,0.072,,0,0,1.6367,,1.6367,7/29,,Y,7/29,8/22,2,9.4,2,,0.0567,0.0117,,,0.0055,0.0017,0.0012,0,0.0286,0.003,,,,,,,,,,,,,
ELTR_UTSW_DNF_12_H1_B,86.1958,2.5165,7.9058,0.292,0.058,,0,0,1.664,,1.664,7/29,,B,7/29,8/8,1,12.7,2,,0.0514,0.0158,,,0.0134,0.0028,0.0037,0.0006,0.0273,0.0022,,,,,,,,,,,,,
ELTR_UTSW_DNF_12_H1_Y,48.913,1.4699,4.6178,0.3005,0.035,,0,0,1.0929,,1.0929,7/29,,Y,7/29,8/8,1,8.2,2,,0.0347,0.0117,,,0.0055,0.0017,0.0012,0,0.0286,0.0038,,,,,,,,,,,,,
ELTR_UTSW_DNF_16_H3_R,305.979,10.4936,32.9666,0.343,0.283,,0,0,15.9549,,15.9549,8/10,,R,8/10,9/20,3,24.9,3,,0.3809,0.1671,,,0.1594,0.0423,0.0171,0.0019,0.0644,0.0154,,,,,,,,,,,,,
ELTR_UTSW_DNF_17_H4_Y,15996.2505,402.2171,1263.6023,1.2722,8.021,,0,39.283,39.283,,0,8/14,,Y,8/14,11/6,4,43,60,,,7.7331,,,7.7331,1.814,,,7.5267,1.0675,0.204,0.204,0.0469,0.0884,0.0884,0.0232,,,,,,,
ELTR_UTSW_DNF_18_H2_R,267.5338,6.9717,21.9023,0.2606,0.143,,0,0,3.3095,,3.3095,8/3,,R,8/3,8/29,2,14.4,3,,0.1158,0.039,,,0.0275,0.0074,0.0056,0.0008,0.0635,0.0014,,,,,,,,,,,,,
ELTR_UTSW_DNF_19_H2_B,213.3032,5.9287,18.6256,0.2779,0.129,,0,0,2.0063,,2.0063,7/31,,B,7/31,8/24,2,11.5,2,,0.0744,0.0155,,,0.0118,0.0027,0.0038,0,0.0485,0.0054,,,,,,,,,,,,,
ELTR_UTSW_DNF_2_H1_B,50.4068,1.5687,4.9282,0.3112,0.038,,0,0,1.3363,,1.3363,8/2,,B,8/2,8/11,1,9.1,1,,0.0388,0.0124,,,0.0089,0.0056,0.0039,0.0022,0.0144,0.0027,,,,,,,,,,,,,
ELTR_UTSW_DNF_3_H4_B,3625.8124,162.725,511.2158,0.4488,5.736,,0,55.2157,464.1156,,408.8999,7/29,,B,7/29,10/24,4,47.6,21,,6.8293,2.8405,,,2.8405,0.5232,,,2.6558,0.2817,0.1623,0.1639,0.0381,0.5508,0.394,0.1023,,,,,,,
ELTR_UTSW_DNF_4_H2_R,170.4012,4.7175,14.8203,0.2768,0.103,,0,0,4.2089,,4.2089,8/9,,R,9/9,9/1,2,13.8,3,,6.8293,2.8405,,,0.0295,0.0057,0.0047,0.0006,0.0468,0.0073,,,,,,,,,,,,,
ELTR_UTSW_DNF_7_H4_Y,6621.9426,230.3213,723.5756,0.3478,6.292,,0,74.5911,74.5911,,0,7/31,,Y,7/3,10/23,4,48.5,26,,12.7125,5.3349,,,5.3349,1.1229,,,6.3827,0.8135,0.2716,0.2535,0.0612,,,,,,,,,,
ELTR_UTSW_SP_10_H4_R,2664.5858,62.249,195.5611,0.3956,1.161,,0,5.4935,5.4935,,0,7/31,,R,7/31,10/23,4,29.7,26,,3.7628,1.8218,,,1.8218,0.3948,,,1.4469,0.1609,0.1268,0.117,0.0221,,,,,,,,,,
ELTR_UTSW_SP_13_H3_R,63.1776,1.4821,4.6561,0.2346,0.027,,0,0,2.1645,,2.1645,8/4,,R,8/4,9/8,3,8.5,4,,0.0327,0.0192,,,0.0154,0.0022,0.0044,0.0006,0.0118,0.0009,,,,,,,,,,,,,
ELTR_UTSW_SP_15_H2_B,61.2512,1.3384,4.2047,0.2185,0.023,,0,0,0.6469,,0.6469,7/31,,B,7/31,8/24,2,4.4,2,,0.0123,0.004,,,0.0026,0.000671,0.0012,0,0.0075,0.0008132,,,,,,,,,,,,,
ELTR_UTSW_SP_17_H1_B,14.875,0.3807,1.196,0.2559,0.008,,0,0,0.3891,,0.3891,8/3,,B,8/3,8/14,1,3.6,2,,0.0103,0.0036,,,0.0034,0.0001,,,0.0025,0.0002,,,,,,,,,,,,,
ELTR_UTSW_SP_17_H1_Y,11.0779,0.2694,0.8462,0.2431,0.005,,0,0,0.2387,,0.2387,8/3,,Y,8/3,8/14,1,3.5,1,,0.0088,0.0051,,,0.0017,0.000211,,,0.0018,0.0001812,,,,,,,,,,,,,
ELTR_UTSW_SP_20_H4_Y,5021.7452,116.0132,364.4664,0.7899,2.292,,0,57.2521,57.2521,,0,8/31,,Y,8/31,11/24,4,37.2,42,,,,,,3.7411,0.7859,,,2.3124,0.2498,0.1035,0.1035,0.0222,0.0203,0.0215,0.0038,,,,,,,
ELTR_UTSW_SP_3_H3_Y,63.3517,1.6792,5.2753,0.2651,0.035,,0,0,1.8841,,1.8841,7/31,,Y,7/31,9/11,3,8.5,3,,0.0331,0.0158,,,0.0155,0.0031,,,0.0092,0.0013,,,,,,,,,,,,,
ELTR_UTSW_SP_5_H3_R,44.4465,1.1026,3.4638,0.2481,0.021,,0,0,2.3787,,2.3787,7/29,,R,7/29,9/9,3,7.6,4,,0.0259,0.0178,,,0.0195,0.0022,,,0.0085,0.0006,,,,,,,,,,,,,
ELTR_UTSW_SP_7_H2_B,27.5664,0.6304,1.9805,0.2287,0.011,,0,0,0.765,,0.765,8/11,,B,8/11,9/5,2,6.7,3,,0.0151,0.0063,,,0.0066,0.0011436,,,0.0037,0.0004297,,,,,,,,,,,,,
ELTR_UTSW_SP_8_H4_Y,524.5351,12.3668,38.8513,0.2358,0.229,,0,4.8283,4.8283,,0,8/28,,Y,8/28,11/20,4,22.8,13,,,0.4245,,,0.3567,0.0789,,,0.317,0.0295,0.0926,0.082,0.0161,,,,,,,,,,
ELTR_UTSW_SP_9_H1_B,16.778,0.3752,1.1786,0.2236,0.007,,0,0,0.4345,,0.4345,7/29,,B,7/29,8/8,1,4.8,1,,0.0058,0.0031,,,0.0028,0.0003707,,,0.0016,0.0004201,,,,,,,,,,,,,
ELTR_UTSW_SP_9_H1_R,14.4911,0.3188,1.0014,0.22,0.006,,0,0,0.2448,,0.2448,7/29,,R,7/29,8/8,1,3.4,1,,0.004,0.0016,,,0.0014,0.0002042,,,0.0006,0.0002642,,,,,,,,,,,,,
