SAMPLE_ID,SumOfLength(cm),SumOfProjArea(cm2),SumOfSurfArea(cm2),SumOfAvgDiam(mm),SumOfRootVolume(cm3),STEM,COTS_TOTAL,LEAF_TOTAL,Total Of PROJ_AREA_AG,LEAF,LEAVES_TOTAL,TRANSP_DATE,GERM_ID,COLOR,TLD,HD,H_num,HT,L_num,C_num,PWF,L+SFW,CWS,CWD,LWS,LWD,SWS,SWD,RWF,RWD,LWF_A,LWS_A,LWD_A,LWF_B,LWS_B,LWD_B,BWF_A,BWS_A,BWD_A,SWF_A,SWD_A,NOTES,AVG_SEED_WEIGHT
HEAN_AZSE_HWD_9_H1_O,3.8672,0.1077,0.3384,0.2785,0.002,,0.087,0,0.2296,,0.1426,8/9,A9,O,,8/18,1,1.2,2,2,0.0096,0.0078,0.0021,0.0005,0.0019,0.00104,0.0019,0.0008,0.0021,0.0002022,,,,,,,,,,,,,
HEAN_UTEC_CI_1_H1_B,18.6035,0.6644,2.0873,0.3571,0.019,,0.3649,0,0.3649,,0,10/2,A2,B,,10/12,1,3.1,2,2,0.0583,0.036,0.0153,0.0015,0.0009,0.000199,0.0154,0.0006,0.0204,0.0012,,,,,,,,,,,,,
HEAN_UTEC_CI_10_H3_B,105.5738,2.796,8.7837,0.2648,0.058,,0,0,3.7391,,3.7391,10/2,D6,B,,11/13,3,9.1,4,2,0.2077,0.144,0.0059,0.0021,0.0649,0.0063,0.0529,0.0029,0.0555,0.0026,,,,,,,,,,,,,
HEAN_UTEC_CI_12_H2_B,40.6107,1.1924,3.7459,0.2936,0.027,,0.1058,0,0.9426,,0.8368,10/2,C4,B,,10/26,2,3.3,4,2,0.0685,0.0513,,,0.0237,0.0023,0.0237,0.0023,0.0305,0.0019,,,,,,,,,,,,,
HEAN_UTEC_CI_14_H4_B,,,,,,,0,57.4475,57.4475,,0,10/2,C11,B,,12/27,4,80,17,,,,,,4.872,1.1874,15.7154,2.4811,,,0.3856,0.3856,0.0712,0.9109,0.9109,0.1728,,,,,,,
HEAN_UTEC_CI_15_H1_B,5.0971,0.1681,0.528,0.3298,0.004,,0.1567,0,0.1567,,0,10/4,A10,B,,10/13,1,2.2,,2,0.0155,0.0132,0.009,0.0016,,,0.0117,0.0012,0.0043,0.0004,,,,,,,,,,,,,
HEAN_UTEC_CI_16_H2_B,18.3045,0.4986,1.5665,0.2724,0.011,,0.532,0,1.6444,,1.1124,10/4,B2,B,,10/27,2,5.2,3,2,0.1237,0.1076,0.0205,0.0022,0.0403,0.0011,0.0416,0.0029,0.0157,0.0005,,,,,,,,,,,,,
HEAN_UTEC_CI_17_H3_B,274.5534,7.2808,22.8732,0.2652,0.152,,0.4341,0,12.3345,,11.9004,10/4,C1,B,,11/15,3,8.5,6,1,,0.4893,0.0128,0.0013,0.2796,0.034,0.1876,0.0104,0.1919,0.0097,,,,,,,,,,,,,
HEAN_UTEC_CI_18_H4_B,,,,,,,0,26.6881,26.6881,,0,10/4,C6,B,,1/2,4,66.5,27,,,,,,6.431,1.4542,10.8871,1.4131,,,0.5956,0.5956,0.111,0.0959,0.1126,0.0168,,,,,,,
HEAN_UTEC_CI_2_H2_B,169.5694,4.7074,14.7887,0.2776,0.103,,0.6254,0,1.6903,,1.0649,10/2,A9,B,,10/26,2,6.1,4,2,0.1865,0.1145,0.0202,0.002,0.0277,0.0032,0.0442,0.0026,0.1334,0.0062,,,,,,,,,,,,,
HEAN_UTEC_CI_3_H4_B,,,,,,,0,61.9141,61.9141,,0,10/2,B3,B,,12/28,4,61.5,25,,,,,,7.7451,1.5008,10.2915,2.5493,,,1.0767,1.0799,0.2053,0.6085,0.6085,0.1183,,,,,,,
HEAN_UTEC_CI_5_H1_B,18.5606,0.7558,2.3744,0.4072,0.024,,0.6093,0,0.6093,,0,10/2,B8,B,,10/12,1,3.9,2,2,0.0851,0.0523,0.0236,0.0016,0.0012,0.000165,0.0269,0.001,0.0275,0.0016,,,,,,,,,,,,,
HEAN_UTEC_CI_6_H3_B,129.8154,3.0769,9.6664,0.237,0.057,,0,0,6.9233,,6.9233,10/2,C5,B,,11/13,3,11.4,6,,0.3205,0.2472,,,0.1726,0.0186,,0.0041,0.052,0.0035,,,,,,,,,,,,,
HEAN_UTEC_CI_7_H2_B,62.0984,1.9233,6.0422,0.3097,0.047,,0.6242,0,1.5378,,0.9136,10/2,C12,B,,10/26,2,4.4,2,2,0.1349,0.0858,0.0233,0.0018,0.0214,0.0023,0.0304,0.0017,0.0603,0.0028,,,,,,,,,,,,,
HEAN_UTEC_CI_9_H1_B,5.6217,0.3315,1.0415,0.5897,0.015,,0.4728,0,0.4728,,0,10/2,D3,B,,10/12,1,3.8,2,2,0.0519,0.0355,0.0177,0.0012,0.0011,0.00089,0.0173,0.0007,0.0165,0.0012,,,,,,,,,,,,,
HEAN_UTEC_ONWR_1_H1_G,22.756,0.6337,1.9908,0.2785,0.014,,0.893,0,1.2734,,0.3804,7/28,A4,G,,8/7,1,5.8,2,2,0.0983,0.0754,0.0293,0.0023,0.0381,0.0012,0.0414,0.0019,0.0183,0.001,,,,,,,,,,,,,
HEAN_UTEC_ONWR_1_H1_O,6.6057,0.239,0.7508,0.3618,0.007,,0.2455,0,0.2455,,0,7/28,A8,O,,8/7,1,4,,2,0.0415,0.0344,0.0236,0.0014,,,0.0184,0.0004,0.0088,0.0002,,,,,,,,,,,,,
HEAN_UTEC_ONWR_11_H3_G,268.9163,6.9007,21.6793,0.2566,0.139,,0.3825,0,13.6786,,13.2961,8/7,A9,G,,9/18,3,15.4,8,2,0.891,0.6208,0.0067,0.0011,0.2959,0.0472,0.0599,0.0066,0.1818,0.0098,,,,,,,,,,,,,
HEAN_UTEC_ONWR_12_H4_G,17664.1288,514.6782,1616.9092,1.4797,11.992,,0,44.4631,44.4631,44.4631,0,8/10,C7,G,,11/3,4,67,18,,,,,,10.665,1.671,13.313,2.9694,12.217,1.0907,1.3039,1.3039,0.1956,,,,,,,,,,
HEAN_UTEC_ONWR_13_H4_G,7797.1203,194.1485,609.9354,0.7704,3.822,,0,48.3927,48.3927,,0,9/21,E7,G,,12/14,4,81,10,,,,,,3.224,0.6583,8.6194,2.0268,4.3361,0.4355,0.627,0.627,0.1137,0.4227,0.4227,0.0798,,,,,,,
HEAN_UTEC_ONWR_14_H2_G,100.1773,2.4564,7.717,0.2452,0.047,,0.6954,0,1.1213,,0.4259,9/21,E10,G,,10/15,2,6.4,2,2,0.1352,0.072,,,0.299,0.0029,0.047,0.0029,0.0633,0.0032,,,,,,,,,,,,,
HEAN_UTEC_ONWR_2_H2_O,246.1984,6.3474,19.9411,0.2578,0.129,,1.1232,0,8.7748,,7.6516,7/28,A12,O,,8/21,2,13.8,4,2,0.6675,0.5017,0.0291,0.0029,0.2586,0.0271,0.1818,0.0106,0.1751,0.0093,,,,,,,,,,,,,
HEAN_UTEC_ONWR_3_H3_G,657.8671,15.0186,47.1825,0.2283,0.269,,0,0,4.5069,,4.5069,7/28,B5,G,,9/9,3,19.4,4,2,0.6841,0.2907,0.015,0.0023,0.1883,0.0275,0.0994,0.012,0.3707,0.0194,,,,,,,,,,,,,
HEAN_UTEC_ONWR_5_H1_G,16.1937,0.4502,1.4142,0.278,0.01,,0.6545,0,0.7793,,0.1248,7/31,C4,G,,8/10,1,3.1,2,2,0.0592,0.0358,0.0182,0.0011,0.0124,0.001,0.0212,0.0006,0.0151,0.0012,,,,,,,,,,,,,
HEAN_UTEC_ONWR_5_H1_O,29.5794,0.7908,2.4843,0.2673,0.017,,0.6463,0,1.315,,0.6687,7/31,D7,O,,8/10,1,4.5,2,2,0.0774,0.0515,0.0204,0.0014,0.004,0.0006,0.0101,0.0006,0.0218,0.0015,,,,,,,,,,,,,
HEAN_UTEC_ONWR_6_H2_O,108.965,2.9526,9.276,0.271,0.063,,0.728,0,2.6179,,1.8899,7/31,C11,O,,8/24,2,10.8,4,2,0.2433,0.1633,0.0228,0.0024,0.0379,0.0059,0.1046,0.0077,0.0763,0.004,,,,,,,,,,,,,
HEAN_UTEC_ONWR_7_H4_O,6871.9509,227.7955,715.6406,0.687,5.97,,0,24.4206,24.4206,24.4206,0,7/31,B12,O,,10/24,4,64,11,,27.5886,19.227,,,6.318,0.9639,11.815,1.3177,4.9811,0.5287,0.6445,0.6445,0.099,,,,,,,,,,
HEAN_UTEC_ONWR_8_H3_G,397.8538,11.795,37.0551,0.2965,0.275,,0,4.3208,21.9,,17.5792,7/31,B4,G,,9/11,3,30.5,8,2,1.7254,1.266,0.005,0.0005,0.4126,0.0599,0.7807,0.0715,0.3796,0.0274,0.1023,0.1023,0.0136,,,,,,,,,,
HEAN_UTEC_ONWR_9_H2_G,152.3619,4.5424,14.2702,0.2981,0.106,,0.7649,0,3.0006,,2.2357,8/7,A1,G,,8/31,2,8.7,4,2,0.326,0.1489,0.0288,0.0022,0.0707,0.0074,0.046,0.0021,0.1354,0.0074,,,,,,,,,,,,,
HEAN_UTSE_VNS_1_H3_O,116.3264,3.0793,9.674,0.2647,0.064,,0,0,3.6176,,3.6176,8/4,A10,O,,9/15,3,14.5,4,2,0.3294,0.2303,0.0144,0.0035,0.0654,0.0121,0.1346,0.0133,0.078,0.0067,,,,,,,,,,,,,
HEAN_UTSE_VNS_3_H2_G,118.0943,3.6443,11.4488,0.3086,0.088,,0,0,1.1148,,1.1148,10/9,H10,G,,9/19,2,3.6,4,2,0.1832,0.0617,0.0014,0.0015,0.0216,0.0038,0.0387,0.0041,0.0856,0.0057,,,,,,,,,,,,,
HEAN_UTSE_VNS_3_H2_O,98.9939,2.9987,9.4208,0.3029,0.071,,0.2401,0,1.3678,,1.1277,8/25,6A,O,,9/19,2,6.2,2,2,0.1598,0.1005,0.0012,0.001,0.037,0.005,0.0649,0.005,0.0684,0.0055,,,,,,,,,,,,,
HEAN_UTSE_VNS_4_H1_G,13.1578,0.4427,1.3909,0.3365,0.012,,0.4792,0,0.4792,,0,10/2,G9,G,,10/12,1,4.5,2,2,0.0599,0.043,0.0198,0.0015,0.0011,0.0005,0.0255,0.001,0.0152,0.0006,,,,,,,,,,,,,
HEAN_UTSE_VNS_7_H3_G,335.6662,7.594,23.8573,0.2262,0.135,,0,0,12.5723,,12.5723,10/4,G8,G,,11/20,3,12.5,6,,0.852,0.6506,,,0.3839,0.05,0.3086,0.017,0.1927,0.0101,,,,,,,,,,,,,
HEAN_UTSE_VNS_8_H2_G,100.2996,2.8212,8.8631,0.2813,0.062,,0.6623,0,1.2171,,0.5548,10/9,F1,G,,11/2,2,3.7,2,2,0.169,0.0766,0.0259,0.0022,0.0131,0.002,0.0393,0.0034,0.0862,0.0045,,,,,,,,,,,,,
HEAN_UTSE_VNS_9_H3_G,369.6962,9.4745,29.7651,0.2563,0.191,,0.6631,0,21.2878,,20.6247,10/9,G4,G,,11/20,3,18.2,6,2,1.393,1.0476,0.0094,0.0024,0.5206,0.0558,0.4847,0.0222,0.3148,0.0158,,,,,,,,,,,,,
