SAMPLE_ID,SumOfLength(cm),SumOfProjArea(cm2),SumOfSurfArea(cm2),SumOfAvgDiam(mm),SumOfRootVolume(cm3),STEM,COTS_TOTAL,LEAF_TOTAL,Total Of PROJ_AREA_AG,LEAF,LEAVES_TOTAL,TRANSP_DATE,GERM_ID,COLOR,TLD,HD,H_num,HT,L_num,C_num,PWF,L+SFW,CWS,CWD,LWS,LWD,SWS,SWD,RWF,RWD,LWF_A,LWS_A,LWD_A,LWF_B,LWS_B,LWD_B,BWF_A,BWS_A,BWD_A,SWF_A,SWD_A,NOTES,AVG_SEED_WEIGHT
PLPA_AZC_TC_6_H4_G,11311.7841,267.6954,840.9898,1.206,5.059,,0,30.9625,30.9625,,0,8/15,B11,G,8/23,11/8,4,15.8,,,17.116,10.0125,,,10.1236,1.2496,,,4.4409,0.427,0.1063,0.1097,0.0145,0.0788,0.084,0.0095,,,,,,,0.00162
PLPA_AZC_TC_7_H2_O,106.0185,3.3014,10.3715,0.3114,0.081,,0,0,4.6144,,4.6144,8/15,C7,O,8/23,9/10,2,8,5,2,0.1472,0.1114,0.0064,0,0.0996,0.0089,0.0034,0.0001,0.0345,0.0021,,,,,,,,,,,,,0.00162
PLPA_AZC_TC_8_H3_G,322.7,10.7314,33.7138,0.3326,0.28,,0,2.6005,11.7462,2.6005,9.1457,8/15,C9,G,8/23,9/26,3,10.8,7,2,0.5674,0.329,,,0.4216,0.0473,,,0.1373,0.0158,0.072,0.0825,0.0098,,,,,,,,,,0.00162
PLPA_AZC_TC_9_H4_O,4152.4147,100.8568,316.8511,0.2429,1.924,,0,29.6336,29.6336,,0,8/15,D7,O,8/23,11/7,4,14.6,102,0,7.2985,4.8547,,,4.7661,0.551,,,,0.1069,0.1007,0.096,0.0141,0.0521,0.0528,0.0059,,,,,,,0.00162
PLPA_AZNE_HB_1_H1_B,8.3837,0.2492,0.7828,0.2972,0.006,,0,0,0.6985,,0.6985,8/16,A1,B,8/23,8/25,1,1.8,2,2,0.0106,0.0084,,,0.0108,0.0006,,,0.0024,0.0007,,,,,,,,,,,,,0.0010675
PLPA_AZNE_HB_1_H1_R,13.5997,0.3619,1.1369,0.2661,0.008,,0,0,0.5289,,0.5289,8/16,,R,8/23,8/25,1,1.8,2,2,0.0118,0.0063,,,0.0061,0.0005,,,0.0027,0.0009,,,,,,,,,,,,,0.0010675
PLPA_AZNE_HB_10_H2_R,20.9736,0.6076,1.9088,0.2897,0.014,,0,0,4.12,,4.12,8/16,B9,R,8/23,9/11,2,4.2,6,2,0.0891,0.0616,,,0.0908,0.0069,,,0.011,0.0008,,,,,,,,,,,,,0.0010675
PLPA_AZNE_HB_14_H3_B,259.5899,7.826,24.5863,0.3015,0.185,,0,1.1746,14.1896,1.1746,13.015,8/16,C5,B,8/23,9/27,3,4.4,20,0,0.4459,0.2923,,,0.2958,0.039,,,0.0902,0.0062,0.0135,0.0133,0.0017,,,,,,,,,,0.0010675
PLPA_AZNE_HB_15_H4_B,2263.4501,40.7121,127.9008,0.1799,0.575,,0,5.1916,5.1916,5.1916,0,8/16,C7,B,8/23,11/9,4,6,,0,3.084,1.8816,,,1.3393,0.3119,,,0.674,0.0597,0.0279,0.0293,0.0044,,,,,,,,,,0.0010675
PLPA_AZNE_HB_2_H1_B,13.3332,0.3718,1.168,0.2789,0.008,,0,0,0.5121,,0.5121,8/16,A3,B,8/23,8/25,1,2.6,4,2,0.0133,0.0065,,,0.0079,0.0008,,,0.0031,0.0012,,,,,,,,,,,,,0.0010675
PLPA_AZNE_HB_2_H1_R,5.4231,0.1735,0.5452,0.32,0.004,,0,0,0.551,,0.551,8/16,A4,R,8/23,8/25,1,2.5,4,2,0.0119,0.0069,,,0.0109,0.0005,,,0.0019,0.0006,,,,,,,,,,,,,0.0010675
PLPA_AZNE_HB_4_H3_R,191.0657,5.1861,16.2927,0.2714,0.111,,0,1.2085,12.3911,1.2085,11.1826,8/16,A9,R,8/23,9/27,3,4.8,20,0,0.3354,0.2821,,,0.2566,0.0328,,,0.0654,0.004,0.0138,0.0135,0.0018,,,,,,,,,,0.0010675
PLPA_AZNE_HB_5_H2_B,22.4077,0.6535,2.053,0.2916,0.015,,0,0,3.1478,,3.1478,8/16,A10,B,8/23,9/10,2,3.9,10,2,0.1157,0.0953,0.005,,0.0692,0.0068,0.0015,0,0.0066,0.0009,,,,,,,,,,,,,0.0010675
PLPA_AZNE_HB_6_H2_R,22.5229,0.6817,2.1415,0.3027,0.016,,0,0,3.7109,,3.7109,8/16,B1,R,8/23,9/10,2,3.7,8,2,0.0966,0.0757,0.0053,0.0003,0.0593,0.0063,0.0017,0,0.0068,0.0007,,,,,,,,,,,,,0.0010675
PLPA_AZNE_HB_8_H3_B,73.5407,2.1786,6.8443,0.2962,0.051,,0,1.1122,12.0583,1.1122,10.9461,8/16,B4,B,8/23,9/27,3,5.5,14,0,0.3406,0.3121,,,0.2353,0.0284,,,0.0292,0.0022,0.0231,0.0216,0.0016,,,,,,,,,,0.0010675
PLPA_AZNE_HB_9_H2_B,23.4129,0.6646,2.088,0.2839,0.015,,0,0,4.3729,,4.3729,8/16,B6,B,8/23,9/11,2,4.4,9,2,0.0678,0.0625,,,0.0758,0.0051,,,0.0067,0.0003,,,,,,,,,,,,,0.0010675
PLPA_COSW_UP_1_H1_B,10.4022,0.305,0.9582,0.2932,0.007,,0,0,0.4815,,0.4815,8/16,A1,B,8/23,8/25,1,2,3,2,0.0125,0.0072,,,0.0091,0.00055,,,0.0035,0.00024,,,,,,,,,,,,,0.001145
PLPA_COSW_UP_1_H1_R,7.9933,0.2571,0.8076,0.3216,0.006,,0,0,0.4655,,0.4655,8/16,A2,R,8/23,8/25,1,2.3,2,2,0.0104,0.007,,,0.0079,0.0005,,,0.0024,0.0001,,,,,,,,,,,,,0.001145
PLPA_COSW_UP_10_H2_B,17.9061,0.5213,1.6378,0.2911,0.012,,0.2658,0,4.6061,,4.3403,8/16,B11,B,8/23,9/10,2,4.1,6,,0.1204,0.1066,0.0051,0.0006,0.0826,0.0071,0.0012,0,0.0057,0.0007,,,,,,,,,,,,"Probably 2 cot, but none indicated on datasheet",0.001145
PLPA_COSW_UP_11_H3_R,299.2803,9.0236,28.3486,0.3015,0.214,,0,1.4295,18.7736,1.4295,17.3441,8/16,C4,R,8/23,9/27,3,2.9,15,0,0.6819,0.502,,,0.3434,0.0606,,,0.1252,0.0101,0.0304,0.0313,0.0035,,,,,,,,,,0.001145
PLPA_COSW_UP_15_H3_R,248.2647,7.3707,23.1557,0.2969,0.172,,0,1.091,16.0265,1.091,14.9355,8/16,D3,R,8/23,9/27,3,6.4,21,0,0.5262,0.4345,,,0.4182,0.0498,,,0.0908,0.007,0.0209,0.0208,0.0024,,,,,,,,,,0.001145
PLPA_COSW_UP_16_H4_R,4721.257,95.5909,300.3077,0.4322,1.531,,0,11.5726,11.5726,,0,8/16,D5,R,8/23,11/14,4,7.1,230,0,5.5943,3.9332,,,3.5575,0.5645,,,1.314,0.1057,0.0278,0.0289,0.0047,0.0426,0.0444,0.0072,,,,,,,0.001145
PLPA_COSW_UP_17_H4_B,,,,,,,0,7.6742,7.6742,,0,8/16,D7,B,8/23,11/13,4,7,174,0,4.4554,3.5514,,,3.7009,0.5215,,,0.835,0.0964,0.0162,0.018,0.0032,0.0157,0.0178,0.0026,,,,,,,0.001145
PLPA_COSW_UP_2_H1_B,18.6557,0.5287,1.6611,0.2834,0.012,,0,0,0.6909,,0.6909,8/16,A3,B,8/23,8/25,1,2.5,4,2,0.0174,0.0063,,,0.0126,0.0012,,,0.0048,0.0008,,,,,,,,,,,,,0.001145
PLPA_COSW_UP_2_H1_R,14.4675,0.4609,1.448,0.3186,0.012,,0,0,0.3713,,0.3713,8/16,A4,R,8/23,8/25,1,1.7,2,2,0.0115,0.0116,,,0.0087,0.0008,,,0.0043,0.001,,,,,,,,,,,,,0.001145
PLPA_COSW_UP_5_H2_B,21.0417,0.6719,2.1108,0.3193,0.017,,0.2343,0,9.931,,9.6967,8/16,A11,B,8/23,9/11,2,4.8,11,2,0.1252,0.114,,,0.1415,0.01,,,0.0097,0.0006,,,,,,,,,,,,,0.001145
PLPA_COSW_UP_6_H2_B,52.3357,1.5828,4.9724,0.6051,0.038,,0.2175,0,0.2175,,0,8/16,B1,B,8/23,9/11,2,5.7,7,2,0.1173,0.0998,,,0.1144,0.0087,,,0.0096,0.0007,,,,,,,,,,,,,0.001145
PLPA_COSW_UP_7_H3_B,206.0401,6.0786,19.0966,0.295,0.141,,0.348,1.4957,19.4338,1.4957,17.5901,8/16,B3,B,8/23,9/27,3,6.1,14,0,0.6461,0.4343,,,0.3969,0.0519,,,0.069,0.0064,0.0294,0.0318,0.0038,,,,,,,,,,0.001145
PLPA_COSW_UP_8_H4_R,1661.7736,32.2591,101.345,0.1941,0.492,,0,8.2225,8.2225,,0,8/16,B7,R,8/23,11/9,4,5.9,122,0,,2.352,,,2.441,0.4704,,,0.3976,0.0658,0.0257,0.0277,0.0048,0.0213,0.0099,0.0041,,,,,,,0.001145
PLPA_COSW_UP_9_H2_R,14.7388,0.4268,1.3409,0.2896,0.01,,0.2047,0,1.8483,,1.6436,8/16,B10,R,8/23,9/10,2,4.5,7,2,0.1074,0.0795,0.0046,,0.0676,0.0056,0.001,0,0.0067,0.0006,,,,,,,,,,,,Cot + leaf in LWD,0.001145
PLPA_UTNE_BWR_1_H1_B,7.8577,0.2227,0.6997,0.2834,0.005,,0,0,0.4018,,0.4018,8/16,A1,B,8/23,8/25,1,2,2,2,0.0071,0.0054,,,0.0061,0.0004,,,0.0041,0.001,,,,,,,,,,,,,0.0010075
PLPA_UTNE_BWR_1_H1_R,10.0307,0.3179,0.9987,0.3169,0.008,,0,0,0.5374,,0.5374,8/16,A3,R,8/23,8/25,1,2.9,2,2,0.0111,0.0071,,,0.0071,0.0006,,,0.0023,0.0002,,,,,,,,,,,,,0.0010075
PLPA_UTNE_BWR_10_H2_B,31.4013,0.9642,3.0291,0.3071,0.023,,0,0,2.7403,,2.7403,8/16,D6,B,8/23,9/10,2,4,6,0,0.0673,0.0532,0.0052,0.0001,0.0437,0.0039,0.0014,0,0.0072,0.0008,,,,,,,,,,,,,0.0010075
PLPA_UTNE_BWR_10_H2_R,4.1729,0.1376,0.4322,0.3297,0.004,,0,0,1.5825,,1.5825,8/16,D7,R,8/23,9/10,2,3.6,5,0,0.0437,0.0318,0.0023,0,0.0262,0.002,0.0012,0,0.0019,0.000177,,,,,,,,,,,,,0.0010075
PLPA_UTNE_BWR_11_H2_B,19.7797,0.5486,1.7235,0.2774,0.012,,0,0,3.9715,,3.9715,8/16,D8,B,8/23,9/11,2,6.5,8,2,0.0891,0.0759,,,0.0799,0.0051,,,0.0063,0.0003,,,,,,,,,,,,,0.0010075
PLPA_UTNE_BWR_11_H2_R,17.6885,0.5674,1.7827,0.3208,0.014,,0,0,3.8307,,3.8307,8/16,D9,R,8/23,9/11,2,5.6,6,2,0.083,0.0694,,,0.0805,0.0058,,,0.0079,0.0007,,,,,,,,,,,,Cot + leaf in LWS and LWD,0.0010075
PLPA_UTNE_BWR_12_H4_B,,,,,,,0,7.1362,7.1362,,0,9/28,G1,B,10/3,12/27,4,4.5,21,0,,0.2096,,,,0.0324,,,,,0.0123,0.0128,0.0021,0.0086,0.0096,0.0006,,,,,,"Late H4 (6 days); Still need roots data (roots not cleaned yet 1/8/18); A - big, B - small",0.0010075
PLPA_UTNE_BWR_14_H3_B,50.0785,1.4043,4.4117,0.2804,0.031,,0,0,1.5363,,1.5363,9/28,G3,B,10/3,11/3,3,0.8,5,2,0.0351,0.0206,,,0.0202,0.0022,,,0.0041,0.0009,,,,,,,,,,,,Cot + leaf in LWS and LWD,0.0010075
PLPA_UTNE_BWR_2_H1_B,7.7426,0.2551,0.8015,0.3295,0.007,,0,0,0.6569,,0.6569,8/16,A12,B,8/23,8/25,1,3.4,2,2,0.0129,0.0096,,,0.0101,0.0009,,,0.0026,0.0001,,,,,,,,,,,,,0.0010075
PLPA_UTNE_BWR_2_H1_R,14.6475,0.4274,1.3427,0.2918,0.01,,0,0,0.7398,,0.7398,8/16,B1,R,8/23,8/25,1,3.8,3,2,0.0218,0.018,,,0.0211,0.00126,,,0.0045,0.00023,,,,,,,,,,,,,0.0010075
PLPA_UTNE_BWR_4_H3_R,42.2389,1.1818,3.7127,0.2798,0.026,,0,0,8.1771,,8.1771,8/16,B10,R,8/23,9/27,3,4.4,13,0,0.2512,0.168,,,,0.0195,,,0.0074,0.0012,,,,,,,,,,,,,0.0010075
PLPA_UTNE_BWR_5_H4_R,1573.6552,28.9907,91.0772,0.3709,0.42,,0,12.6006,12.6006,,0,8/16,C2,R,8/23,11/13,4,6.6,53,0,1.7848,1.3597,,,1.3438,0.2009,,,0.37,0.0314,0.0171,0.0222,0.0031,0.0304,0.0388,0.0049,,,,,,,0.0010075
PLPA_UTNE_BWR_6_H4_B,4443.1067,91.8584,288.5818,0.4134,1.492,,0,14.3941,14.3941,,0,8/16,C6,B,8/23,11/16,4,7.1,71,0,4.2067,2.4558,,,2.4739,0.4715,,,1.2095,0.1244,0.0356,0.0389,0.0068,0.0448,0.0462,0.008,,,,,,Late H4 (8 days),0.0010075
PLPA_UTNE_BWR_9_H3_R,286.7655,9.1325,28.6905,0.3185,0.228,,0,1.1232,10.3649,1.1232,9.2417,8/16,D4,R,8/23,9/27,3,4.6,14,0,0.2988,0.2112,,,0.2069,0.0272,,,0.1035,0.0071,0.0157,0.0148,0.0023,,,,,,,,,,0.0010075
PLPA_UTSC_BTR_1_H1_B,11.4535,0.3079,0.9672,0.2688,0.006,,0,0,0.5031,,0.5031,8/16,A1,B,8/23,8/25,1,2.4,3,2,0.0106,0.0074,,,0.0094,0.0005509,,,0.0029,0.00024,,,,,,,,,,,,,0.000875
PLPA_UTSC_BTR_1_H1_R,18.4383,0.5487,1.7237,0.2976,0.013,,0,0,0.5336,,0.5336,8/16,A2,R,8/23,8/25,1,2.5,3,2,0.0148,0.0083,,,0.0086,0.0008,,,0.006,0.0008,,,,,,,,,,,,,0.000875
PLPA_UTSC_BTR_10_H2_R,13.4927,0.3891,1.2224,0.2884,0.009,,0,0,1.5186,,1.5186,8/16,B11,R,8/23,9/11,2,2,9,2,0.0318,0.0251,,,0.029,0.0025,,,,0.00033,,,,,,,,,,,,Lost root,0.000875
PLPA_UTSC_BTR_17_H4_B,625.2467,10.9963,34.5459,0.1759,0.152,,0,11.4241,11.4241,,0,10/4,H6,B,10/8,12/27,4,4.8,26,0,,0.4064,,,,0.0632,,,,,0.0132,0.0141,0.0024,0.0122,0.013,0.0023,,,,,,"Still need roots data (roots not cleaned yet 1/8/18); A - big, B - small",0.000875
PLPA_UTSC_BTR_19_H3_B,15.3982,0.4548,1.4288,0.2954,0.011,,0,0,1.3232,,1.3232,10/4,H8,B,8/23,11/15,3,2.5,7,0,,0.0161,,,0.0065,0.0011,,,0.0019,0.000419,,,,,,,,,,,,,0.000875
PLPA_UTSC_BTR_2_H1_B,10.6457,0.3422,1.075,0.3214,0.009,,0,0,0.4768,,0.4768,8/16,A3,B,8/23,8/25,1,2.4,3,2,0.0112,0.0079,,,0.0089,0.0004129,,,0.0032,0.0001718,,,,,,,,,,,,,0.000875
PLPA_UTSC_BTR_2_H1_R,10.0906,0.2688,0.8446,0.2664,0.006,,0,0,0.4487,,0.4487,8/16,A4,R,8/23,8/25,1,2.2,3,2,0.0096,0.0065,,,0.0059,0.0004336,,,0.0025,0.0001679,,,,,,,,,,,,,0.000875
PLPA_UTSC_BTR_3_H4_R,7637.4189,146.7588,461.0565,0.3794,2.233,,0,1.4111,1.4111,,0,8/16,A7,R,8/23,11/14,4,8.4,170,0,,5.528,,,5.6875,0.8391,,,1.7601,0.1473,0.0138,0.0146,0.0024,0.0117,0.0121,0.0022,,,,,,,0.000875
PLPA_UTSC_BTR_4_H3_R,363.1021,11.6441,36.5809,0.3207,0.293,,0,0.8754,16.2421,0.8754,15.3667,8/16,A9,R,8/23,9/27,3,5,26,2,0.5191,0.3645,,,0.3123,0.0567,,,0.1323,0.0087,0.0144,0.0205,0.002,,,,,,,,,,0.000875
PLPA_UTSC_BTR_5_H2_R,16.3259,0.4826,1.516,0.2956,0.011,,0,0,1.7159,,1.7159,8/16,A12,R,8/23,9/11,2,3,7,2,0.0276,0.0214,,,0.0223,0.001559,,,0.004,0.0004109,,,,,,,,,,,,,0.000875
PLPA_UTSC_BTR_6_H2_R,9.4049,0.3037,0.9539,0.3229,0.008,0.066,0,0,1.4846,,1.4186,8/16,B2,R,8/24,9/10,2,4.2,7,1,0.0375,0.029,0.001,0,0.0244,0.0018,0.0007,0,0.0011,0.0011,,,,,,,,,,,,,0.000875
PLPA_UTSC_BTR_7_H3_B,272.781,8.0804,25.3855,0.5928,0.188,,0,1.0613,12.6336,1.0613,11.5723,8/16,B3,B,8/23,9/27,3,5.3,16,0,0.3892,0.2878,,,0.2063,0.0314,,,0.0488,0.0038,0.0175,0.0185,0.0013,,,,,,,,,,0.000875
PLPA_UTSC_BTR_9_H2_R,10.1714,0.3203,1.0061,0.3149,0.008,0.1066,0,0,2.3673,,2.2607,8/16,B9,R,8/23,9/10,2,3.5,8,2,0.0543,0.0466,0.0021,0,0.0395,0.0037,0.0014,0,0.0034,0.0004,,,,,,,,,,,,,0.000875
PLPA_UTSW_HR_1_H1_B,7.4187,0.1918,0.6025,0.2585,0.004,,0,0,0.3536,,0.3536,8/16,A1,B,8/23,8/25,1,1.8,3,2,0.0068,0.0049,,,0.006,0.0007,,,0.0018,0.0004,,,,,,,,,,,,,0.000715
PLPA_UTSW_HR_1_H1_R,8.5203,0.2429,0.7632,0.2851,0.005,,0,0,0.24,,0.24,8/16,A2,R,8/23,8/25,1,1.6,2,2,0.0065,0.0036,,,0.0049,0,,,0.0024,0.0003,,,,,,,,,,,,Seed still attached,0.000715
PLPA_UTSW_HR_10_H2_R,12.3475,0.3374,1.0599,0.2732,0.007,,0,0,1.1954,,1.1954,8/16,B9,R,8/23,9/10,2,3.4,7,2,0.0298,0.0219,0.0025,0,0.0198,0.0008,0.0012,0.0001,0.0023,0.0009,,,,,,,,,,,,,0.000715
PLPA_UTSW_HR_11_H4_B,393.138,6.6864,21.0061,0.1701,0.089,,0,6.1592,6.1592,,0,9/28,G10,B,10/3,12/28,4,3.6,24,0,,0.2724,,,0.2724,0.0413,,,,,0.0077,0.0094,0.0009,0.0056,0.0016,0.001,,,,,,"Still need roots data (roots not cleaned yet 1/8/18); A - big, B - small; Above-ground B did not successfully resaturate",0.000715
PLPA_UTSW_HR_18_H3_R,57.1445,1.5352,4.8231,0.2687,0.032,,0,0,6.5667,,6.5667,8/16,D1,R,8/23,9/27,3,4.2,12,2,0.1344,0.1228,,,0.1134,0.0153,,,0.0171,0.0015,,,,,,,,,,,,,0.000715
PLPA_UTSW_HR_2_H1_B,8.2495,0.2094,0.658,0.2539,0.004,,0,0,0.2205,,0.2205,8/16,A3,B,8/23,8/25,1,1.5,2,2,0.005,0.0033,,,0.0053,0.0001,,,0.001,0.0001,,,,,,,,,,,,,0.000715
PLPA_UTSW_HR_2_H1_R,13.4831,0.3476,1.0919,0.2578,0.007,,0,0,0.3189,,0.3189,8/16,A4,R,8/23,8/25,1,2.9,2,2,0.0115,0.0043,,,0.0062,0.0004336,,,0.002,0.000215,,,,,,,,,,,,,0.000715
PLPA_UTSW_HR_3_H3_B,13.6909,0.3615,1.1358,0.2641,0.007,,0,0,1.1844,,1.1844,9/28,G1,B,10/3,11/9,3,1.5,7,2,0.0144,0.0126,,,0.0102,0.0013,,,0.0025,0.0001,,,,,,,,,,,,,0.000715
PLPA_UTSW_HR_4_H4_B,341.0892,9.1113,28.6239,0.2671,0.191,,0,7.3298,7.3298,,0,9/28,G3,B,10/3,12/20,4,4,20,0,0.2721,0.1971,,,0.1065,0.027,,,0.0678,0.0068,0.0071,0.0071,0.0007,0.0118,0.0119,0.0019,,,,,,,0.000715
PLPA_UTSW_HR_5_H2_B,22.4596,0.6074,1.9083,0.2704,0.013,,0,0,0.7927,,0.7927,8/16,A9,B,8/23,9/11,2,2.6,6,2,0.0216,0.0153,0.0026,0,0.0155,0.0015,,,0.004,0.001,,,,,,,,,,,,,0.000715
PLPA_UTSW_HR_6_H2_B,16.6204,0.4205,1.3209,0.253,0.008,,0,0,1.3125,,1.3125,8/16,A11,B,8/23,9/11,2,3.4,6,2,0.0218,0.0185,,,0.0141,0.0018,,,0.0034,0.000215,,,,,,,,,,,,,0.000715
PLPA_UTSW_HR_7_H3_B,12.6551,0.3234,1.0161,0.2556,0.006,,0,0,0.7771,,0.7771,9/28,G8,B,10/3,11/9,3,1.9,4,0,0.0108,0.0098,,,0.0107,0.001,,,0.0028,0.0002,,,,,,,,,,,,RWD root lost,0.000715
PLPA_UTSW_HR_8_H4_B,185.9915,3.7425,11.7573,0.2012,0.059,,0,5.3846,5.3846,,0,9/28,G9,B,10/3,12/20,4,2.7,21,0,0.1406,0.1025,,,0.0892,0.146,,,0.0464,0.0038,0.0068,0.0068,0.001,0.0056,0.006,0.0009,,,,,,,0.000715
PLPA_UTSW_HR_9_H2_B,4.4263,0.1185,0.3721,0.2676,0.002,,0,0,0.5699,,0.5699,8/16,B6,B,8/23,9/10,2,3.5,5,2,0.0147,0.0103,0.0005,0,0.0101,0.0021,0,0.0005,0.0008,0.00014,,,,,,,,,,,,,0.000715
