SAMPLE_ID,SumOfLength(cm),SumOfProjArea(cm2),SumOfSurfArea(cm2),SumOfAvgDiam(mm),SumOfRootVolume(cm3),STEM,COTS_TOTAL,LEAF_TOTAL,Total Of PROJ_AREA_AG,LEAF,LEAVES_TOTAL,TRANSP_DATE,GERM_ID,COLOR,TLD,HD,H_num,HT,L_num,C_num,PWF,L+SFW,CWS,CWD,LWS,LWD,SWS,SWD,RWF,RWD,LWF_A,LWS_A,LWD_A,LWF_B,LWS_B,LWD_B,BWF_A,BWS_A,BWD_A,SWF_A,SWD_A,NOTES,AVG_SEED_WEIGHT
PAMU_AZNC_WMR_7_H3_R,23.5374,0.6692,2.1024,0.2843,0.015,,0,0,1.6305,,1.6305,8/14,E4,R,8/31,9/25,3,2.3,4,2,0.0543,0.0367,0.0019,0.0007,0.0208,0.0035,0,0,0.015,0.0009,,,,,,,,,,,,,0.0004925
PAMU_AZNC_WMR_8_H4_R,5248.7778,199.4091,626.4619,1.081,6.034,,0,10.2002,10.2002,,0,8/14,E6,R,9/5,11/6,4,,78,,,8.934,,,9.387,1.0764,,,8.3599,0.3743,0.2167,0.2176,0.0311,0.0644,0.0661,0.0105,,,,,,,0.0004925
PAMU_AZNC_WMR_9_H2_B,14.7237,0.3233,1.0158,0.2196,0.006,,0,0,0.1194,,0.1194,8/14,E12,B,9/5,9/7,2,1,1,2,0.0063,0.0023,0.0015,0.000085,0.0005,0.00006,0.0006,0,0.0032,0.0001205,,,,,,,,,,,,,0.0004925
PAMU_AZNC_WMR_9_H2_R,10.566,0.277,0.8703,0.2622,0.006,,0,0,0.1755,,0.1755,8/14,H10,R,9/5,9/7,2,1.2,1,2,0.0082,0.0037,0.0027,0.0001,0.0005,0.0001,0.0007,0,0.0042,0.000359,,,,,,,,,,,,,0.0004925
PAMU_UTC_WR_1_H1_O,2.9982,0.0892,0.2802,0.2975,0.002,,0,0,0.0787,,0.0787,,F12,O,,8/10,1,1,1,2,0.0051,,0.002,0.0003,,,0.0007,0,0.0028,0.000045,,,,,,,,,,,,,0.00039
PAMU_UTC_WR_13_H4_G,1627.9968,52.314,164.3493,0.3213,1.32,,0,7.4984,7.4984,,0,8/10,E8,G,8/22,11/6,4,7.5,17,,3.1119,1.4002,,,1.367,,0.3027,,1.537,0.0892,0.1455,0.089,0.0195,0.0914,0.1339,0.0115,,,,,,,0.00039
PAMU_UTC_WR_15_H3_G,11.0934,0.1996,0.627,0.1799,0.003,,0,0,0.2207,,0.2207,8/14,H8,G,9/5,9/25,3,1.7,3,2,0.0092,0.0064,,,0.0105,0.0005,0.0007,0,0.0025,0.0006,,,,,,,,,,,,,0.00039
PAMU_UTC_WR_4_H3_G,102.9324,2.4463,7.6853,0.2377,0.046,,0,0,0.696,,0.696,7/31,H5,G,8/15,9/11,3,2.1,2,1,0.0806,0.0219,0.0031,0,0.0143,0.0017,0.0033,0,0.0433,0.0025,,,,,,,,,,,,,0.00039
PAMU_UTC_WR_5_H1_G,5.2159,0.1235,0.388,0.2368,0.002,,0,0,0.3661,,0.3661,7/31,H9,G,8/10,8/10,1,1.8,1,2,0.0057,0.0031,0.0022,0.0005,0,0,0.0007,0.0003,0.0016,0.00005,,,,,,,,,,,,,0.00039
PAMU_UTC_WR_5_H1_O,8.235,0.204,0.641,0.2478,0.004,,0,0,0.4768,,0.4768,,G2,O,,8/10,1,2.2,1,2,0.0079,0.0038,0.0027,0.0003,0.0004,0.00005,0.001,0,0.0027,0.00005,,,,,,,,,,,,,0.00039
PAMU_UTC_WR_6_H2_G,30.4112,0.6494,2.0403,0.2136,0.011,,0.0912,0,0.3303,,0.2391,7/31,H10,G,8/18,8/24,2,1.5,1,2,0.0126,0.0053,0.0021,0.0017,0.022,0.00172,0.0011,0,0.0092,0.000572,,,,,,,,,,,,,0.00039
PAMU_UTC_WR_6_H2_O,30.006,0.6928,2.1763,0.2309,0.013,,0.2192,0,1.3809,,1.1617,7/31,G3,O,,8/24,2,1.9,3,2,0.0243,0.0158,0.0033,0,0.0113,0.0005,0.0013,0,0.0108,0.00057,,,,,,,,,,,,,0.00039
PAMU_UTC_WR_7_H4_O,2930.044,70.9142,222.7833,0.4644,1.366,,0,0,43.5648,,43.5648,7/31,G4,O,8/11,10/30,4,7.8,22,,4.3129,2.1376,,,2.1529,0.2922,,,1.7896,0.1145,0.1315,0.1315,0.018,,,,,,,,,,0.00039
PAMU_UTC_WR_9_H2_G,12.1032,0.254,0.7981,0.2099,0.004,,0.0717,0,0.1327,,0.061,8/7,G9,G,8/29,8/31,2,1.4,1,2,0.0066,0.003,0.0011,0,0.0009,0.00016,0,0,0.0033,0.000242,,,,,,,,,,,,,0.00039
PAMU_UTC_WR_9_H2_O,6.5671,0.1401,0.4402,0.2134,0.002,,0,0,0.0519,,0.0519,8/7,F2,O,8/22,8/31,2,1,2,2,0.0049,0.0037,0.001,0,0.0014,0.000283,0.0008,0,0.0013,0.000174,,,,,,,,,,,,,0.00039
PAMU_UTEC_MC_1_H1_G,3.1707,0.0955,0.3,0.3012,0.002,,0,0,0.0677,,0.0677,8/1,A2,G,,8/11,1,0.9,,2,0.0038,0.0026,0.0031,0.0019,,,0.0014,0.0005,0.0016,0.0002,,,,,,,,,,,,,0.0004
PAMU_UTEC_MC_1_H1_O,7.1323,0.2173,0.6828,0.3047,0.005,,0,0,0.1217,,0.1217,8/1,A7,O,,8/11,1,1.3,,2,0.0098,0.0054,0.0047,0.0021,,,0.0028,0.0017,0.0045,0.0012,,,,,,,,,,,,,0.0004
PAMU_UTEC_MC_10_H2_G,16.74,0.353,1.1089,0.2109,0.006,,0.2678,0,0.469,,0.2012,8/3,A11,G,,8/29,2,1.4,2,2,0.018,0.0123,0.0054,0.00039,0.0042,0.0008,0.0017,0,0.0064,0.00033,,,,,,,,,,,,,0.0004
PAMU_UTEC_MC_10_H2_O,2.911,0.0964,0.3029,0.3312,0.003,,0.13,0,0.13,,0,8/3,B7,O,8/16,8/29,2,0.7,1,2,0.0074,0.0056,0.0032,0.00402,0.0005,0.0001,0.0022,0,0.0013,0.000102,,,,,,,,,,,,,0.0004
PAMU_UTEC_MC_12_H2_G,6.6477,0.1483,0.4658,0.223,0.003,,0.0969,0,0.1206,,0.0237,8/3,C1,G,8/21,8/29,2,0.8,1,2,0.008,0.0088,0.0028,0.0002,0.001,0.000412,0.002,0,0.0009,0.000221,,,,,,,,,,,,,0.0004
PAMU_UTEC_MC_12_H2_O,6.7354,0.1623,0.51,0.241,0.003,,0.1945,0,0.2608,,0.0663,,D7,O,,8/29,2,1.1,1,2,0.0159,0.005,0.0044,0.0006,0.0015,0.00086,0.0021,0,0.0033,0.000215,,,,,,,,,,,,,0.0004
PAMU_UTEC_MC_13_H3_G,10.535,0.2439,0.7663,0.2315,0.004,,0.0898,0,0.66,,0.5702,8/25,,G,7/5,10/6,3,2.1,3,2,0.0209,0.017,0.0003,0,0.0123,0.0012,0.0019,0,0.0045,0.0006,,,,,,,,,,,,,0.0004
PAMU_UTEC_MC_13_H3_O,33.6177,0.8013,2.5173,0.2383,0.015,,0.137,0,0.2879,,0.1509,8/25,,O,9/25,10/6,3,1.9,2,2,0.0231,0.0095,0.004,0,0.0034,0.0004,0.0037,0,0.0128,0.0004,,,,,,,,,,,,,0.0004
PAMU_UTEC_MC_2_H3_G,54.8838,1.4431,4.5335,0.2629,0.03,,0,0,0.9727,,0.9727,8/1,A8,G,8/17,9/12,3,2,3,2,0.0694,0.0293,0.0043,,0.0196,0.0017,0.0023,0,1.0309,0.0013,,,,,,,,,,,,,0.0004
PAMU_UTEC_MC_3_H3_O,16.5143,0.4259,1.338,0.2579,0.009,,0,0,1.5724,,1.5724,8/1,B6,O,8/16,9/12,3,3.9,4,,0.0522,0.1393,,,0.0346,0.0026,0.0031,0,0.007,0.0006,,,,,,,,,,,,,0.0004
PAMU_UTEC_MC_4_H4_G,2423.0053,80.2841,252.22,0.6517,2.113,,0,5.8934,5.8934,5.8934,0,8/1,B1,G,,10/26,4,10.4,15,,5.1809,2.3323,,,2.3323,0.352,,,2.7587,0.1783,0.1561,0.1609,0.0233,,,,,,,,,,0.0004
PAMU_UTEC_MC_5_H4_G,1446.4573,50.9144,159.9522,0.352,1.408,,0,5.8021,78.7239,5.8021,72.9218,8/1,B12,G,8/16,10/26,4,10.4,14,,4.218,2.4535,,0,2.4535,0.3055,,,1.6157,0.0984,0.1428,0.1269,0.0194,,,,,,,,,,0.0004
PAMU_UTEC_MC_6_H2_G,26.7017,0.666,2.0924,0.2494,0.013,,0,0,0.0449,,0.0449,8/1,C3,G,8/16,8/25,2,2.1,1,2,0.019,0.0081,0.0039,0.0004,0.001,0.00061,0.004,0,0.0106,0.000427,,,,,,,,,,,,,0.0004
PAMU_UTEC_MC_6_H2_O,11.8651,0.2536,0.7966,0.2137,0.004,,0.0894,0,0.0894,,0,8/1,C4,O,,8/25,2,0.9,,,0.008,0.0034,0,0,0.0008,0.00025,0,0,0.0045,0.00019,,,,,,,,,,,,,0.0004
PAMU_UTEC_MC_9_H1_G,5.7453,0.2084,0.6546,0.3627,0.006,,0.0899,0,0.0899,,0,8/3,A6,G,,8/14,1,0.9,,,0.0071,0.0031,0.0034,0.0007,,,0.002,0.0005,0.0031,0.0009,,,,,,,,,,,,,0.0004
PAMU_UTEC_MC_9_H1_O,9.2337,0.2578,0.8098,0.2791,0.006,,0.1056,0,0.1056,,0,8/3,A10,O,,8/14,1,1,,,0.0079,0.0064,0.002,0.0007,,,0.0028,0.0008,0.0019,0.001,,,,,,,,,,,,,0.0004
PAMU_UTSE_MO_1_H1_G,16.0166,0.4896,1.5383,0.6127,0.012,,0.1756,0,0.1756,,0,8/2,E1,G,,8/11,1,1.1,,2,0.0108,0.0058,0.0034,0.0008,,,0.0024,0.0011,0.0053,0.0015,,,,,,,,,,,,,0.0005125
PAMU_UTSE_MO_1_H1_O,0.7451,0.0279,0.0876,0.3742,0.001,,0.162,0,0.162,,0,8/2,E2,O,8/28,8/11,1,1.2,,2,0.009,0.0048,0.0039,0.0011,,,0.0019,0.0007,0.0044,0.0014,,,,,,,,,,,,,0.0005125
PAMU_UTSE_MO_10_H4_G,3197.7888,109.9941,345.5566,0.7037,2.998,,0,5.3331,5.3331,5.3331,0,8/9,G10,G,8/28,8/11,4,10.2,36,,8.818,,,,4.714,0.5629,0.0387,,,0.1755,0.1607,0.1609,0.0215,,,,,,,,,,0.0005125
PAMU_UTSE_MO_2_H4_G,1351.9229,44.4585,139.6706,0.3289,1.148,,0,3.6907,3.6907,3.6907,0,8/2,E5,G,8/16,10/26,4,9.2,30,,3.728,2.0084,,,2.0084,0.2695,,,1.5106,0.0962,0.1233,0.1237,0.0175,,,,,,,,,,0.0005125
PAMU_UTSE_MO_3_H2_G,14.8277,0.3419,1.074,0.2306,0.006,,0.0914,0,0.1211,,0.0297,8/2,F6,G,8/16,8/25,2,1,1,2,0.0096,0.004,0.0063,0,0.0015,0.00058,0.0003,0,0.0051,0.000458,,,,,,,,,,,,,0.0005125
PAMU_UTSE_MO_3_H2_O,25.2814,0.608,1.91,0.2405,0.011,,0.2184,0,0.3101,,0.0917,8/2,F2,O,,8/25,2,1.5,1,2,0.0186,0.0069,0.0008,0,0.0011,0.00026,0.0013,0,0.0096,0.000814,,,,,,,,,,,,,0.0005125
PAMU_UTSE_MO_6_H3_O,14.0672,0.3948,1.2403,0.2806,0.009,,0,0,2.928,,2.928,8/7,H8,O,8/15,9/18,3,3.4,6,,0.0724,0.0609,,,0.0457,0.0061,,,0.0091,0.0002,,,,,,,,,,,,,0.0005125
PAMU_UTSE_MO_7_H3_G,51.4884,1.5334,4.8174,0.2978,0.036,,0,0,8.9109,,8.9109,8/9,E6,G,8/29,9/20,3,5.1,7,,0.2837,0.2571,,,0.235,0.0256,0.0122,0.0013,0.0279,0.0025,,,,,,,,,,,,,0.0005125
PAMU_UTSE_MO_8_H2_G,10.7645,0.2728,0.857,0.2534,0.005,,0.141,0,0.3447,,0.2037,8/9,E8,G,8/21,9/1,2,2.5,1,2,0.0137,0.0083,0.0033,0,0.0036,0.00076,0.0013,,0.0046,0.000654,,,,,,,,,,,,,0.0005125
PAMU_UTSE_MO_8_H2_O,12.3415,0.2899,0.9108,0.2349,0.005,,0.0773,0,0.4056,,0.3283,8/9,E12,O,8/23,9/1,2,1.6,2,2,0.014,0.0095,0.0007,0,0.0064,0.0005,0.002,,0.0041,0.000188,,,,,,,,,,,,,0.0005125
PAMU_UTSW_CP_1_H1_G,3.7203,0.0731,0.2295,0.1964,0.001,,0.0476,0,0.0729,,0.0253,7/27,A9,G,8/7,8/7,1,1.2,1,2,0.0031,0.0022,0.0016,0.000136,,,0.0012,0.0005,0.001,0.0001,,,,,,,,,,,,,0.0003975
PAMU_UTSW_CP_1_H1_O,3.1503,0.0664,0.2087,0.2109,0.001,,0,0,0.0969,,0.0969,,,O,,8/7,1,1.2,,2,0.0053,0.0037,,0.00005,,,0.0017,0,0.0014,0.000098,,,,,,,,,,,,,0.0003975
PAMU_UTSW_CP_10_H3_G,4.5568,0.1375,0.4319,0.3017,0.003,,0,0,0.5191,,0.5191,8/7,B5,G,8/18,9/18,3,2.1,4,2,0.0191,0.0116,0.0007,0,0.01,0.0001,0.0011,0,0.0032,0.0001,,,,,,,,,,,,,0.0003975
PAMU_UTSW_CP_13_H4_O,123.1241,3.8151,11.9855,0.3099,0.093,,0,0,8.6456,,8.6456,8/10,A2,O,8/22,11/6,4,4.9,9,,0.3741,0.2561,,,0.3286,0.0303,,,0.1148,0.0066,,,,,,,,,,,,,0.0003975
PAMU_UTSW_CP_2_H4_O,3666.4446,130.3708,409.5719,0.667,3.695,,0,6.8977,6.8977,6.8977,0,7/27,B9,O,8/7,10/19,4,9.9,1,25,8.6002,3.9621,0.0086,0.0011,3.9078,0.7352,0.1252,0.026,4.3901,0.3828,0.2596,0.2622,0.0533,,,,,,,,,,0.0003975
PAMU_UTSW_CP_3_H3_G,112.9938,2.3943,7.5218,0.2119,0.04,,0.2825,0,1.8934,,1.6109,7/27,C3,G,8/10,9/7,3,3.2,5,2,0.084,0.0408,0.0058,0.0007,0.0333,0.0044,0.0023,0.0003,0.0391,0.0025,,,,,,,,,,,,,0.0003975
PAMU_UTSW_CP_4_H2_G,15.9106,0.3291,1.0339,0.2069,0.005,,0.1513,0,0.3873,,0.236,7/27,D3,G,8/18,8/12,2,2.3,2,2,0.0145,0.0082,0.0022,0.000225,0.0032,0.00033,0.0016,0.0016,0.0055,0.000333,,,,,,,,,,,,,0.0003975
PAMU_UTSW_CP_4_H2_O,16.4671,0.4044,1.2704,0.2456,0.008,,0.0983,0,0.1865,,0.0882,,D10,O,,8/21,2,1.7,2,2,0.0112,0.0059,0.0027,0.000255,0.0014,0.00008,0.0013,0.0004,0.0065,0.0006,,,,,,,,,,,,,0.0003975
PAMU_UTSW_CP_5_H1_G,4.1802,0.1046,0.3286,0.2502,0.002,,0.0546,0,0.0546,,0,8/1,A6,G,,8/11,1,0.8,,2,0.003,0.0017,0.0038,0.0008,,,0.0016,0.0016,0.0013,0.0001,,,,,,,,,,,,,0.0003975
PAMU_UTSW_CP_5_H1_O,7.8338,0.2074,0.6517,0.2648,0.004,,0.1408,0,0.1408,,0,8/1,C5,O,,8/11,1,1.3,,2,0.0084,0.0046,0.002,0.0008,,,0.0015,0,0.0026,0.0002,,,,,,,,,,,,,0.0003975
PAMU_UTSW_CP_7_H3_G,31.7928,0.7374,2.3166,0.2319,0.013,,0,0,0.2683,,0.2683,8/1,B10,G,8/16,9/12,3,2.1,4,2,0.0209,0.0079,0.0013,,0.0053,0.0003,0,0,0.0117,0.0007,,,,,,,,,,,,,0.0003975
PAMU_UTSW_CP_8_H4_O,123.1163,3.9777,12.4963,0.3231,0.101,,0,0,9.8774,,9.8774,8/1,,O,8/28,10/31,4,5.8,10,,0.4828,0.3408,,0,0.3539,0.0374,,,0.1215,0.0085,,,,,,,,,,,,,0.0003975
